,language,url,query
13,php,https://github.com/meritoo/common-library/blob/b166b8b805ae97c15688d27323cae8976bd0f6dc/src/Utilities/Miscellaneous.php#L412-L520,convert int to string
14,javascript,https://github.com/harc/ohm/blob/9fd4fabc135c1303b9a8cb5ed47d2eb5fa1aef8f/src/Semantics.js#L30-L36,convert int to string
15,php,https://github.com/thephpleague/climate/blob/88b6e09dca7a5c3ac6a00143eb928f8c0c6f3075/src/TerminalObject/Helper/StringLength.php#L82-L89,convert int to string
16,go,https://github.com/fatih/set/blob/2c768e3c5489976167bfc42b5c7c92ca783f4389/set.go#L122-L133,convert int to string
17,java,https://github.com/neo4j/neo4j-java-driver/blob/8dad6c48251fa1ab7017e72d9998a24fa2337a22/driver/src/main/java/org/neo4j/driver/internal/util/CertificateTool.java#L49-L62,convert int to string
18,python,https://github.com/gwpy/gwpy/blob/7a92b917e7dd2d99b15895293a1fa1d66cdb210a/gwpy/io/nds2.py#L180-L191,convert int to string
19,python,https://github.com/bihealth/vcfpy/blob/99e2165df30f11e0c95f3170f31bc5191d9e9e15/vcfpy/parser.py#L543-L555,convert int to string
20,java,https://github.com/deeplearning4j/deeplearning4j/blob/effce52f2afd7eeb53c5bcca699fcd90bd06822f/datavec/datavec-api/src/main/java/org/datavec/api/transform/TransformProcess.java#L532-L537,convert int to string
21,python,https://github.com/fabioz/PyDev.Debugger/blob/ed9c4307662a5593b8a7f1f3389ecd0e79b8c503/pydevd_attach_to_process/winappdbg/textio.py#L408-L424,convert int to string
22,ruby,https://github.com/kneath/kss/blob/b0791708cb397f5e8995a855af0d1a8b0aa89a2e/lib/kss/parser.rb#L37-L41,convert int to string
23,php,https://github.com/GrahamCampbell/Analyzer/blob/e918797f052c001362bda65e7364026910608bef/src/DocProcessor.php#L39-L48,convert int to string
24,python,https://github.com/nanoporetech/ont_fast5_api/blob/352b3903155fcf4f19234c4f429dcefaa6d6bc4a/ont_fast5_api/fast5_file.py#L176-L187,convert int to string
25,python,https://github.com/bpython/curtsies/blob/223e42b97fbf6c86b479ed4f0963a067333c5a63/curtsies/escseqparse.py#L23-L48,convert int to string
26,php,https://github.com/gushphp/gush/blob/957940ac27c1734e112c4b1b3cbc905a2c97e701/src/Meta/Iterator/PathFilterIterator.php#L66-L79,convert int to string
27,python,https://github.com/xflr6/gsheets/blob/ca4f1273044704e529c1138e3f942836fc496e1b/gsheets/api.py#L156-L166,convert int to string
28,python,https://github.com/blockstack/virtualchain/blob/fcfc970064ca7dfcab26ebd3ab955870a763ea39/virtualchain/lib/blockchain/bitcoin_blockchain/keys.py#L264-L278,convert int to string
29,python,https://github.com/blockstack/blockstack-core/blob/1dcfdd39b152d29ce13e736a6a1a0981401a0505/blockstack/lib/atlas.py#L2958-L2980,convert int to string
30,java,https://github.com/ManfredTremmel/gwt-commons-lang3/blob/9e2dfbbda3668cfa5d935fe76479d1426c294504/src/main/java/org/apache/commons/lang3/math/NumberUtils.java#L323-L332,convert int to string
31,go,https://github.com/weaveworks/flux/blob/6e1702275f5fae61a4d2c796215612450e73da62/http/accept.go#L63-L70,convert int to string
32,java,https://github.com/eurekaclinical/protempa/blob/5a620d1a407c7a5426d1cf17d47b97717cf71634/protempa-dsb-relationaldb/src/main/java/org/protempa/backend/dsb/relationaldb/JDBCDecimalDayParser.java#L64-L80,convert int to string
33,python,https://github.com/biolink/ontobio/blob/4e512a7831cfe6bc1b32f2c3be2ba41bc5cf7345/ontobio/sim/phenosim_engine.py#L116-L136,convert int to string
34,php,https://github.com/antalaron/mb-similar-text/blob/95854e79c338eb5518fae47962effeb7dbeaa600/src/MbSimilarText.php#L31-L72,convert int to string
35,javascript,https://github.com/excellalabs/ngComponentRouter/blob/b2240385bf542987916e07aa0d8712c962963f2d/angular_1_router.js#L2578-L2589,convert int to string
36,python,https://github.com/core/uricore/blob/dc5ef4be7bd93da4c39e5c1cbd1ae4f3ad3f1f2a/uricore/wkz_wsgi.py#L136-L156,convert int to string
37,java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/openjdk/src/share/classes/java/math/MutableBigInteger.java#L183-L187,convert int to string
38,php,https://github.com/PHPGangsta/GoogleAuthenticator/blob/505c2af8337b559b33557f37cda38e5f843f3768/PHPGangsta/GoogleAuthenticator.php#L231-L251,convert int to string
39,java,https://github.com/QSFT/Doradus/blob/ad64d3c37922eefda68ec8869ef089c1ca604b70/doradus-common/src/main/java/com/dell/doradus/common/Utils.java#L673-L682,convert int to string
40,java,https://github.com/groupon/odo/blob/3bae43d5eca8ace036775e5b2d3ed9af1a9ff9b1/proxylib/src/main/java/com/groupon/odo/proxylib/Utils.java#L44-L53,convert int to string
41,php,https://github.com/thephpleague/climate/blob/88b6e09dca7a5c3ac6a00143eb928f8c0c6f3075/src/TerminalObject/Dynamic/Animation/Keyframe.php#L259-L264,convert int to string
42,go,https://github.com/mesos/mesos-go/blob/ee67238bbd943c751ec0a5dffb09af2b0182d361/api/v1/lib/time/time.go#L32-L64,convert int to string
43,java,https://github.com/OpenHFT/Java-Thread-Affinity/blob/e0987f6f21aeea89830d8010483bb4abca54fc1b/affinity/src/main/java/net/openhft/affinity/impl/Utilities.java#L38-L48,convert int to string
44,java,https://github.com/kiegroup/jbpm-designer/blob/97b048d06f083a1f831c971c2e9fdfd0952d2b0b/jbpm-designer-backend/src/main/java/org/jbpm/designer/util/Utils.java#L66-L90,convert int to string
45,go,https://github.com/kubernetes/kubernetes/blob/6a8a3682919652ae668c389ed2f60efb770eed03/pkg/volume/util/util.go#L396-L403,convert int to string
46,python,https://github.com/fermiPy/fermipy/blob/9df5e7e3728307fd58c5bba36fd86783c39fbad4/fermipy/roi_model.py#L1771-L1796,convert int to string
47,java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/libcore/ojluni/src/main/java/java/lang/Long.java#L1053-L1066,convert int to string
48,java,https://github.com/xvik/generics-resolver/blob/d7d9d2783265df1178230e8f0b7cb6d853b67a7b/src/main/java/ru/vyarus/java/generics/resolver/util/TypeToStringUtils.java#L148-L171,convert int to string
49,go,https://github.com/go-kit/kit/blob/da68e7640663097af890b9bdd76da9cb816ebb82/metrics/pcp/pcp.go#L68-L76,convert int to string
50,python,https://github.com/eleme/meepo/blob/8212f0fe9b1d44be0c5de72d221a31c1d24bfe7a/meepo/apps/replicator/queue.py#L65-L98,priority queue
51,java,https://github.com/amlinv/amq-monitor/blob/0ae0156f56d7d3edf98bca9c30b153b770fe5bfa/amq-monitor-web-impl/src/main/java/com/amlinv/activemq/stats/QueueStatisticsRegistry.java#L72-L84,priority queue
52,java,https://github.com/loldevs/riotapi/blob/0b8aac407aa5289845f249024f9732332855544f/rest/src/main/java/net/boreeas/riotapi/rest/ThrottledApiHandler.java#L1014-L1016,priority queue
53,java,https://github.com/janus-project/guava.janusproject.io/blob/1c48fb672c9fdfddf276970570f703fa1115f588/guava/src/com/google/common/collect/Queues.java#L197-L205,priority queue
54,java,https://github.com/awslabs/amazon-sqs-java-extended-client-lib/blob/df0c6251b99e682d6179938fe784590e662b84ea/src/main/java/com/amazon/sqs/javamessaging/AmazonSQSExtendedClientBase.java#L1407-L1411,priority queue
55,php,https://github.com/proem/proem/blob/31e00b315a12d6bfa65803ad49b3117d8b9c4da4/lib/Proem/Util/Structure/PriorityQueue.php#L86-L96,priority queue
56,javascript,https://github.com/adobe/brackets/blob/d5d00d43602c438266d32b8eda8f8a3ca937b524/src/editor/EditorManager.js#L392-L397,priority queue
57,php,https://github.com/sokil/php-list/blob/c33eee125d9f4e72171329673dbceb33feae658a/src/PriorityMap.php#L37-L47,priority queue
58,python,https://github.com/ofek/depq/blob/370e3ad503d3e9cedc3c49dc64add393ba945764/depq/depq.py#L124-L154,priority queue
59,php,https://github.com/unyx/diagnostics/blob/024dbe138dc27ff1797e74cd7d1bc7e3f81ab80e/debug/handlers/Exception.php#L170-L191,priority queue
60,java,https://github.com/radkovo/jStyleParser/blob/8ab049ac6866aa52c4d7deee25c9e294e7191957/src/main/java/cz/vutbr/web/css/CSSFactory.java#L570-L580,priority queue
61,php,https://github.com/TYPO3-Solr/ext-solr/blob/b9fd8b98341d9935dba44e0ad226e7f5e3c19a93/Classes/IndexQueue/FrontendHelper/PageIndexer.php#L203-L216,priority queue
62,php,https://github.com/silexphp/Silex/blob/2065bd6dcae0f6d11dc6680c1219343493b76087/src/Silex/Application.php#L353-L356,priority queue
63,php,https://github.com/treehouselabs/worker-bundle/blob/753d5fcb325e11e7ed02376ab4548d1877597a43/src/TreeHouse/WorkerBundle/QueueManager.php#L277-L304,priority queue
64,javascript,https://github.com/pex-gl/pex-sys/blob/1a2f4f01b6ce5966aee42716355e2888159501dd/Window.js#L252-L282,priority queue
65,java,https://github.com/jboss/jboss-jstl-api_spec/blob/4ad412ae5be1ae606b8d33c188cb3d98bfcbe84c/src/main/java/org/apache/taglibs/standard/tag/common/fmt/SetLocaleSupport.java#L373-L400,priority queue
66,java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/xalan/third_party/android/platform/external/apache-xml/src/main/java/org/apache/xalan/templates/StylesheetRoot.java#L399-L431,priority queue
67,go,https://github.com/globalsign/certlint/blob/0d1cb4010c341ea8d36a5e49a88e1dca78a21fa7/errors/errors.go#L75-L90,priority queue
68,ruby,https://github.com/HewlettPackard/hpe3par_ruby_sdk/blob/f8cfc6e597741be593cf7fe013accadf982ee68b/lib/Hpe3parSdk/client.rb#L442-L449,priority queue
69,python,https://github.com/v1k45/python-qBittorrent/blob/04f9482a022dcc78c56b0b9acb9ca455f855ae24/qbittorrent/client.py#L468-L475,priority queue
70,php,https://github.com/phossa/phossa-route/blob/fdcc1c814b8b1692a60d433d3c085e6c7a923acc/src/Phossa/Route/Extension/ExtensionAwareTrait.php#L146-L156,priority queue
71,php,https://github.com/UnionOfRAD/lithium/blob/bec3f4fdf61ea5002904754f43941ad1430ecec7/analysis/logger/adapter/Cache.php#L80-L91,priority queue
72,python,https://github.com/saltstack/salt/blob/e8541fd6e744ab0df786c0f76102e41631f45d46/salt/utils/data.py#L599-L733,priority queue
73,php,https://github.com/neos/flow-development-collection/blob/a4484ef2a57e050dc9bd87c8481eeb250c7a36fa/Neos.Flow/Classes/Validation/ValidatorResolver.php#L375-L404,priority queue
74,go,https://github.com/360EntSecGroup-Skylar/excelize/blob/63e97ffc9aae35780cdbd69ad966fb101fc5217f/styles.go#L2670-L2683,priority queue
75,python,https://github.com/saltstack/salt/blob/e8541fd6e744ab0df786c0f76102e41631f45d46/salt/modules/inspector.py#L71-L103,priority queue
76,python,https://github.com/dagwieers/vmguestlib/blob/2ba9333a745628cf9e6b4c767427a5bd997a71ad/vmguestlib.py#L401-L408,priority queue
77,java,https://github.com/aoindustries/semanticcms-core-model/blob/14bdbe3f3d69b2b337129c5b1afcaa9e87cb5624/src/main/java/com/semanticcms/core/model/Page.java#L233-L253,string to date
78,php,https://github.com/sulu/sulu-sales/blob/daa212845da5ceaf6e0a6994e9948a2ebee347a8/src/Sulu/Bundle/Sales/CoreBundle/Widgets/FlowOfDocuments.php#L129-L136,string to date
79,javascript,https://github.com/TerriaJS/terriajs/blob/abcce28ff189f6fdbc0ee541a235ec6cabd90bd5/lib/Map/TableColumn.js#L582-L593,string to date
80,java,https://github.com/sstrickx/yahoofinance-api/blob/2766ba52fc5cccf9b4da5c06423d68059cf0a6e6/src/main/java/yahoofinance/Utils.java#L194-L224,string to date
81,javascript,https://github.com/ariatemplates/ariatemplates/blob/7ed5d065818ae159bf361c9dfb209b1cf3883c90/src/aria/widgets/form/TextInput.js#L300-L306,string to date
82,php,https://github.com/Eden-PHP/Timezone/blob/6926376a6d492495522afc3f68a7ed270f640712/src/Index.php#L120-L140,string to date
83,javascript,https://github.com/KingSora/OverlayScrollbars/blob/8e658d46e2d034a2525269d7c873bbe844762307/js/OverlayScrollbars.js#L5119-L5122,string to date
84,javascript,https://github.com/harc/ohm/blob/9fd4fabc135c1303b9a8cb5ed47d2eb5fa1aef8f/src/Semantics.js#L30-L36,string to date
85,javascript,https://github.com/yukik/koyomi/blob/29918ac2c33f4e8e68a0d5a5d2afc3b9c5ddf093/lib/calcDate.js#L384-L391,string to date
86,python,https://github.com/mortada/fredapi/blob/d3ca79efccb9525f2752a0d6da90e793e87c3fd8/fredapi/fred.py#L80-L99,string to date
87,javascript,https://github.com/cloudflarearchive/backgrid/blob/646d68790fef504542a120fa36c07c717ca7ddc3/src/formatter.js#L105-L115,string to date
88,javascript,https://github.com/Reportr/dashboard/blob/bff0ea7f324de78ab8bf8c4301ce30696ad7d960/public/build/static/application.js#L19395-L19399,string to date
89,java,https://github.com/ThreeTen/threeten-extra/blob/e94ecd3592ef70e54d6eea21095239ea9ffbab78/src/main/java/org/threeten/extra/chrono/JulianDate.java#L147-L150,string to date
90,javascript,https://github.com/davidjbradshaw/iframe-resizer/blob/772f24df77444aff5e6520ce31bf93111c70f0b3/js/iframeResizer.contentWindow.js#L853-L861,string to date
91,javascript,https://github.com/saebekassebil/erroneous/blob/05a104db15373bd302202ec544e65a4d8bd5ce02/lib/erroneous.js#L45-L64,string to date
92,javascript,https://github.com/mtth/avsc/blob/d4e62f360b8f27c4b95372cac58c95157f87865a/lib/services.js#L2220-L2224,string to date
93,javascript,https://github.com/ionic-team/ng-cordova/blob/2a401e063eda2889cd54abf17365c22286e32285/demo/www/lib/ionic/js/ionic.bundle.js#L8860-L8866,string to date
94,javascript,https://github.com/brycebaril/node-ago/blob/a58bcee330ab353748eeb347bbb611fb26457b12/index.js#L34-L38,string to date
95,javascript,https://github.com/twang2218/node-cba-netbank/blob/7feb68bf8d2580a4f04c75c0c00bb2308a5aa31c/src/parser.js#L62-L68,string to date
96,python,https://github.com/openid/JWTConnect-Python-CryptoJWT/blob/8863cfbfe77ca885084870b234a66b55bd52930c/src/cryptojwt/utils.py#L185-L198,string to date
97,javascript,https://github.com/ethereum/remix/blob/09acd177d52d3b6d1c4ef04f4d9bdbad6e526a6e/remix-lib/src/util.js#L33-L42,string to date
98,javascript,https://github.com/ritz078/embed-js/blob/539e51a09ad891cdc496b594d9ea7cd678e1cf30/packages/embed-plugin-utilities/src/insert.js#L17-L19,string to date
99,go,https://github.com/gravitational/teleport/blob/d5243dbe8d36bba44bf640c08f1c49185ed2c8a4/lib/utils/time.go#L35-L46,string to date
100,java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/openjdk/src/share/classes/java/math/MutableBigInteger.java#L183-L187,string to date
101,python,https://github.com/pip-services3-python/pip-services3-commons-python/blob/22cbbb3e91e49717f65c083d36147fdb07ba9e3b/pip_services3_commons/convert/BooleanConverter.py#L63-L74,string to date
102,javascript,https://github.com/thedersen/backbone.validation/blob/0ab7e3073841d9ed9dee96d38001cd5830bfe096/dist/backbone-validation.js#L604-L608,string to date
103,java,https://github.com/prestodb/presto/blob/89de5e379d8f85e139d292b0add8c537a2a01a88/presto-main/src/main/java/com/facebook/presto/util/DateTimeUtils.java#L340-L344,string to date
104,python,https://github.com/brunns/brunns-row/blob/f7076a2d3072447719f728caadf08f33a6a26a7a/src/brunns/row/rowwrapper.py#L67-L73,string to date
105,go,https://github.com/francoispqt/gojay/blob/e46791d21b5e950e35a725e34cbee72354cc7d10/encode_number_uint.go#L280-L282,string to date
106,javascript,https://github.com/nodeGame/nodegame-server/blob/e59952399e7db8ca2cb600036867b2a543baf826/public/javascripts/nodegame-full.js#L46457-L46467,string to date
107,javascript,https://github.com/snowflakedb/snowflake-connector-nodejs/blob/7ad71410a3bb679a96021b6b2d5b9b515f790db8/lib/connection/result/column.js#L387-L451,string to date
108,python,https://github.com/wummel/linkchecker/blob/c2ce810c3fb00b895a841a7be6b2e78c64e7b042/linkcheck/ansicolor.py#L179-L192,string to date
109,javascript,https://github.com/craterdog-bali/js-bali-component-framework/blob/57279245e44d6ceef4debdb1d6132f48e464dcb8/src/elements/Text.js#L30-L38,string to date
110,javascript,https://github.com/neyric/webhookit/blob/13abf6f072e23d536432235da78fd3e4e5d742b6/public/javascripts/yui/dragdrop/dragdrop-debug.js#L2391-L2398,string to date
111,java,https://github.com/ThreeTen/threetenbp/blob/5f05b649f89f205aabd96b2f83c36796ec616fe6/src/main/java/org/threeten/bp/Period.java#L744-L752,string to date
112,javascript,https://github.com/anthony19114/btczjs/blob/74d2872089a1335d6393c6b2094bc8653934952b/lib/address.js#L23-L30,string to date
113,python,https://github.com/pmacosta/pcsv/blob/cd1588c19b0cd58c38bc672e396db940f88ffbd7/pcsv/csv_file.py#L64-L74,string to date
114,java,https://github.com/Stratio/cassandra-lucene-index/blob/a94a4d9af6c25d40e1108729974c35c27c54441c/plugin/src/main/java/com/stratio/cassandra/lucene/schema/mapping/builder/StringMapperBuilder.java#L48-L51,string to date
115,python,https://github.com/pypa/pipenv/blob/cae8d76c210b9777e90aab76e9c4b0e53bb19cde/pipenv/patched/notpip/_vendor/pkg_resources/__init__.py#L1323-L1332,string to date
116,php,https://github.com/concrete5/concrete5/blob/c54c94e4eb6d45696fed85a5b8b415f70ea677b8/concrete/src/Localization/Service/Date.php#L621-L641,string to date
117,javascript,https://github.com/owstack/ows-wallet-plugin-client/blob/431b510a0f10670a831e937a3f8a1f7e09dfca35/release/ows-wallet-client.js#L28644-L28651,string to date
118,php,https://github.com/matomo-org/matomo/blob/72df150735664275a60a7861e468c6ff3b152a14/core/Plugin/Controller.php#L180-L184,string to date
119,python,https://github.com/secdev/scapy/blob/3ffe757c184017dd46464593a8f80f85abc1e79a/scapy/contrib/ppi_geotag.py#L86-L91,string to date
120,python,https://github.com/openid/python-openid/blob/f7e13536f0d1828d3cef5ae7a7b55cabadff37fc/openid/store/nonce.py#L79-L98,string to date
121,java,https://github.com/ManfredTremmel/gwt-commons-lang3/blob/9e2dfbbda3668cfa5d935fe76479d1426c294504/src/main/java/org/apache/commons/lang3/math/NumberUtils.java#L323-L332,string to date
122,go,https://github.com/btcsuite/btcd/blob/96897255fd17525dd12426345d279533780bc4e1/btcec/field.go#L237-L243,string to date
123,java,https://github.com/BellaDati/belladati-sdk-api/blob/ec45a42048d8255838ad0200aa6784a8e8a121c1/src/main/java/com/belladati/sdk/dataset/data/OverwritePolicy.java#L139-L141,string to date
124,javascript,https://github.com/clns/node-http-range/blob/0a16a5cdcc7d30ea14712054e683852c524d51de/lib/range-spec.js#L10-L24,string to date
125,ruby,https://github.com/romgrod/dater/blob/b3c1d597e81ed21e62c2874725349502e6f606f8/lib/dater.rb#L299-L301,string to date
126,javascript,https://github.com/larrymyers/jasmine-reporters/blob/4487b61e0681ae81015795738c4c2ef138b2d3ba/src/teamcity_reporter.js#L150-L167,string to date
127,python,https://github.com/carta/ldap_tools/blob/7c039304a5abaf836c7afc35cf068b4471306264/src/ldap_tools/audit.py#L63-L68,sort string list
128,python,https://github.com/afilipovich/gglsbl/blob/89c4665bd6487a3689ccb6b1f3e53ff85e056103/gglsbl/storage.py#L282-L290,sort string list
129,python,https://github.com/raff/dynash/blob/a2b4fab67dd85ceaa9c1bb7604ebc1768a7fc28e/dynash2/dynash2.py#L554-L572,sort string list
130,java,https://github.com/evant/binding-collection-adapter/blob/f669eda0a7002128bb504dcba012c51531f1bedd/bindingcollectionadapter/src/main/java/me/tatarka/bindingcollectionadapter2/collections/MergeObservableList.java#L104-L118,sort string list
131,php,https://github.com/anahitasocial/anahita/blob/957709c6644ca71ea7b5fd11bcbc1bb475fc76b3/packages/Todos/src/components/com_todos/controllers/toolbars/todo.php#L19-L38,sort string list
132,python,https://github.com/cknoll/ipydex/blob/ca528ce4c97ee934e48efbd5983c1b7cd88bec9d/ipydex/core.py#L121-L141,sort string list
133,go,https://github.com/minio/minio/blob/4b858b562a0887e10bfd0414dc87e68f1af31c3a/cmd/gateway/b2/gateway-b2.go#L297-L310,sort string list
134,python,https://github.com/jabbas/pynapi/blob/d9b3b4d9cd05501c14fe5cc5903b1c21e1905753/pynapi/__init__.py#L9-L19,sort string list
135,python,https://github.com/saltstack/salt/blob/e8541fd6e744ab0df786c0f76102e41631f45d46/salt/returners/sqlite3_return.py#L285-L299,sort string list
136,java,https://github.com/opendatatrentino/s-match/blob/ba5982ef406b7010c2f92592e43887a485935aa1/src/main/java/it/unitn/disi/smatch/oracles/wordnet/WordNet.java#L462-L473,sort string list
137,go,https://github.com/kubernetes/kubernetes/blob/6a8a3682919652ae668c389ed2f60efb770eed03/pkg/util/normalizer/markdown.go#L69-L85,sort string list
138,python,https://github.com/acutesoftware/AIKIF/blob/fcf1582dc5f884b9a4fa7c6e20e9de9d94d21d03/aikif/lib/cls_file.py#L181-L190,sort string list
139,python,https://github.com/halcy/Mastodon.py/blob/35c43562dd3d34d6ebf7a0f757c09e8fcccc957c/mastodon/Mastodon.py#L2005-L2012,sort string list
140,java,https://github.com/aws/aws-sdk-java/blob/aa38502458969b2d13a1c3665a56aba600e4dbd0/aws-java-sdk-codestar/src/main/java/com/amazonaws/services/codestar/model/ListProjectsResult.java#L60-L67,sort string list
141,java,https://github.com/google/closure-templates/blob/cc61e1dff70ae97f24f417a57410081bc498bd56/java/src/com/google/template/soy/basicfunctions/BasicFunctionsRuntime.java#L85-L91,sort string list
142,python,https://github.com/uw-it-aca/uw-restclients-grad/blob/ca06ed2f24f3683314a5690f6078e97d37fc8e52/uw_grad/petition.py#L20-L39,sort string list
143,python,https://github.com/crytic/slither/blob/04c147f7e50223c6af458ca430befae747ccd259/slither/core/declarations/function.py#L461-L469,sort string list
144,python,https://github.com/xflr6/gsheets/blob/ca4f1273044704e529c1138e3f942836fc496e1b/gsheets/api.py#L156-L166,sort string list
145,python,https://github.com/biocore/burrito-fillings/blob/02ab71a46119b40793bd56a4ae00ca15f6dc3329/bfillings/blast.py#L674-L708,sort string list
146,go,https://github.com/pilosa/pilosa/blob/67d53f6b48a43f7fe090f48e35518ca8d024747c/cluster.go#L133-L139,sort string list
147,python,https://github.com/jakebasile/reap/blob/c90c033c5388f5380155001957b26b1a930311f0/reap/api/admin.py#L38-L41,sort string list
148,python,https://github.com/numenta/htmresearch/blob/70c096b09a577ea0432c3f3bfff4442d4871b7aa/projects/high_order_cell_assembly/sparsity_over_trial.py#L65-L75,sort string list
149,php,https://github.com/iConneqt/PHP-REST-API-client/blob/ca3415b93077f7d19c5943cbc70b7f959c8a1729/src/Iconneqt/Api/Rest/Iconneqt.php#L86-L90,sort string list
150,python,https://github.com/jeffknupp/sandman/blob/253ea4d15cbccd9f0016d66fedd7478614cc0b2f/sandman/model/models.py#L91-L109,sort string list
151,javascript,https://github.com/phproberto/joomla-gulp/blob/17e0631140db730a7613f87399d0655df1698b30/src/plugins.js#L17-L33,sort string list
152,python,https://github.com/ome/omego/blob/2dadbf3c6342b6c995f9e0dceaf3c0b7fab030fb/omego/db.py#L31-L39,sort string list
153,go,https://github.com/control-center/serviced/blob/7028f598e6a224b4d421e09cb9b582ad7d000304/cli/cmd/service.go#L2266-L2315,sort string list
154,java,https://github.com/atomix/atomix/blob/3a94b7c80576d762dd0d396d4645df07a0b37c31/protocols/raft/src/main/java/io/atomix/protocols/raft/cluster/impl/RaftClusterContext.java#L244-L248,sort string list
155,python,https://github.com/gccxml/pygccxml/blob/2b1efbb9e37ceb2ae925c7f3ce1570f476db9e1e/pygccxml/parser/project_reader.py#L213-L234,sort string list
156,php,https://github.com/Benestar/asparagus/blob/6299517dc28ace1e5934a0b09a2ac6d8a2910032/src/UsageValidator.php#L75-L81,sort string list
157,java,https://github.com/dita-ot/dita-ot/blob/ea776b3c60c03d9f033b6f7ea072349e49dbcdd2/src/main/java/org/dita/dost/index/IndexTermCollection.java#L135-L150,sort string list
158,python,https://github.com/Datary/scrapbag/blob/3a4f9824ab6fe21121214ba9963690618da2c9de/scrapbag/strings.py#L66-L72,sort string list
159,go,https://github.com/docker/swarmkit/blob/59163bf75df38489d4a10392265d27156dc473c5/manager/controlapi/node.go#L79-L197,sort string list
160,php,https://github.com/ezsystems/ezpublish-legacy/blob/2493420f527fbc829a8d5bdda402e05d64a20db7/kernel/classes/ezpdfexport.php#L207-L215,sort string list
161,python,https://github.com/O365/python-o365/blob/02a71cf3775cc6a3c042e003365d6a07c8c75a73/O365/utils/attachment.py#L322-L351,sort string list
162,go,https://github.com/vitessio/vitess/blob/d568817542a413611801aa17a1c213aa95592182/go/vt/vtgate/planbuilder/symtab.go#L198-L207,sort string list
163,php,https://github.com/Codeception/Codeception/blob/7c96e73b7fd97cfe4c6b81d00585baa77ae4ace3/src/Codeception/Module/Phalcon.php#L609-L631,sort string list
164,python,https://github.com/CZ-NIC/yangson/blob/a4b9464041fa8b28f6020a420ababf18fddf5d4a/yangson/datatype.py#L231-L233,sort string list
165,php,https://github.com/cherrylabs/arx-core/blob/53d2bc96ab9ccdaca1f68b2af6d358ed65f3fa67/src/Arx/classes/Html.php#L265-L270,sort string list
166,go,https://github.com/kubernetes/kubernetes/blob/6a8a3682919652ae668c389ed2f60efb770eed03/staging/src/k8s.io/legacy-cloud-providers/azure/azure_vmss.go#L421-L433,sort string list
167,python,https://github.com/linode/linode_api4-python/blob/1dd7318d2aed014c746d48c7957464c57af883ca/linode_api4/objects/tag.py#L60-L68,sort string list
168,python,https://github.com/angr/angr/blob/4e2f97d56af5419ee73bdb30482c8dd8ff5f3e40/angr/analyses/cfg/cfg_emulated.py#L1441-L1477,sort string list
169,go,https://github.com/gopasspw/gopass/blob/fe4e21d62182f0f2e4ef9a0ca8168d849dc52bd4/pkg/store/sub/git.go#L31-L34,sort string list
