,language,url,query,documentation
31,python,https://github.com/HydrelioxGitHub/PyYeelight/blob/74e1261f04192fffc56e92cb0262c9068835c926/pyyeelight/yeelightMessage.py#L53-L74,string to date,Make the one string message sent to the bulb
32,php,https://github.com/CasperLaiTW/laravel-fb-messenger/blob/c78b982029443e1046f9e5d3339c7fc044d2129d/src/Messages/DomainWhitelisting.php#L76-L88,string to date,"Set domains

@param []|string $domains
@return $this"
33,php,https://github.com/laasti/response/blob/72ae76bc6d8fb9d134cc4dc52a88766e6360e115/src/ViewResponse.php#L120-L126,string to date,"Renders the template
@return string
@throws RuntimeException"
34,php,https://github.com/imatic/controller-bundle/blob/df71c12166928f9d4f1548d4ee1e09a183a68eb6/Controller/Api/Command/BatchCommandApi.php#L11-L31,string to date,"@param array|string $allowedCommands

@return BatchCommandApi"
35,php,https://github.com/orchestral/foundation/blob/a8ed8d262fc17eee3ac2a71cb5e66eb142a55ca9/src/Concerns/RedirectUsers.php#L18-L21,string to date,"Get redirection handles.

@param  string  $namespace
@param  string  $path
@param  string|null  $redirect

@return string"
36,php,https://github.com/agentejo/cockpit/blob/de13f02242847c28b9eb116cb08f21290374ae89/lib/MongoHybrid/Client.php#L102-L104,string to date,"Delete Key(s)

@param  string $collection
@param  string $key
@return integer"
37,python,https://github.com/saltstack/salt/blob/e8541fd6e744ab0df786c0f76102e41631f45d46/salt/states/zfs.py#L636-L693,string to date,"ensure bookmark exists

    name : string
        name of bookmark
    snapshot : string
        name of snapshot"
38,php,https://github.com/laravel/valet/blob/364e29ab20a85015b54708cefe33ee0bb2283426/cli/drivers/KirbyValetDriver.php#L26-L33,string to date,"Determine if the incoming request is for a static file.

@param  string  $sitePath
@param  string  $siteName
@param  string  $uri
@return string|false"
39,python,https://github.com/davisd50/sparc.cache/blob/f2378aad48c368a53820e97b093ace790d4d4121/sparc/cache/sources/normalize.py#L67-L72,string to date,Return string in all lower case with spaces and question marks removed
40,javascript,https://github.com/filmic/Robol/blob/f0611bcabda7f8009a04063a0661b7daed603b5e/lib/robol.js#L225-L228,string to date,"Formats output for the log function
@param  {String} prefix Prefix
@param  {Array|String}  obj  Array of file names or String"
41,javascript,https://github.com/tkoenig89/express-static-gzip/blob/a08cffaa47632d3b94a48508fc97104de72f93e1/index.js#L202-L208,string to date,"Compression lookup by name.
@param {string} encodingName
@returns {Compression}"
42,php,https://github.com/hubzero/framework/blob/391de11e82f44c5fc9b2fbf0c8f6bde4cb0e8609/src/User/Picture/Gravatar.php#L126-L134,string to date,"Helper function to hash an email address.

@param   string  $email
@return  string
@throws  InvalidEmailException"
43,php,https://github.com/LearningLocker/xAPI-Recipe-Emitter/blob/e547c3d3f152a5296dd7274d38d4d902167a5842/src/Events/AttemptCompleted.php#L14-L69,string to date,"Reads data for an event.
@param [String => Mixed] $opts
@return [String => Mixed]
@override Event"
44,php,https://github.com/marcioAlmada/annotations/blob/b0eaa76362d4c27dbba1cdab1025684d044907e0/src/DynamicParser.php#L46-L57,string to date,"Parse a given docblock

@param  string $docblock
@return array"
45,php,https://github.com/atelierspierrot/internationalization/blob/334ebf75020d9e66b4b38a1eeab7b411f1ffe198/src/I18n/Loader.php#L88-L100,string to date,"Add a path to the registry
@param   null|string     $db_filename
@param   null|string     $db_directory
@param   null|string     $file
@return  $this"
46,php,https://github.com/ripaclub/zf2-sphinxsearch-tool/blob/4cb51341ccf1db9942e3e578855a579afd608d69/src/Config/Writer/SphinxConf.php#L100-L115,string to date,"Creates the config part of the specified command

@param Config $config
@param string $command
@return string"
47,php,https://github.com/torounit/custom-post-type-permalinks/blob/f0466fee9a68bfe6d110a8a2397f06049da63ccc/CPTP/Module/GetArchives.php#L43-L69,string to date,"Get archive where.

@param string $where SQL where.
@param array  $r Argument in wp_get_archives.

@return mixed|string"
48,php,https://github.com/o2system/parser/blob/1b85fe676ea043a500842e61731ab4d38e5323e4/src/Template/Adapters/Smarty.php#L82-L89,string to date,"Smarty::parse

@param array $vars Variable to be parsed.

@return string"
49,php,https://github.com/flavorzyb/simple/blob/8c4c539ae2057217b2637fc72c2a90ba266e8e6c/src/Redis/RedisServer.php#L147-L155,string to date,"get server name by hash key
@param $key
@return string"
50,php,https://github.com/jeroendesloovere/vcard/blob/21a7341a589d80196a55e1f6317468a93e57c104/src/VCard.php#L330-L368,string to date,"Add name

@param  string [optional] $lastName
@param  string [optional] $firstName
@param  string [optional] $additional
@param  string [optional] $prefix
@param  string [optional] $suffix
@return $this"
51,php,https://github.com/ventoviro/windwalker/blob/9653ea83fbd765f24ea3cba15398a31f875c55fd/src/Database/Driver/AbstractDatabaseDriver.php#L382-L401,string to date,"getTable

@param string $name
@param bool   $new

@return AbstractDatabase"
52,php,https://github.com/netis-pl/yii2-crud/blob/50e888981b731f126566c8406f7207986d1e72c5/widgets/GridView.php#L83-L109,string to date,"Renders the quick search input field.
@return string the rendering result"
53,php,https://github.com/CakeCMS/Core/blob/f9cba7aa0043a10e5c35bd45fbad158688a09a96/src/View/Helper/Traits/IncludeTrait.php#L241-L244,string to date,"Check asset on once include.

@param string $path
@param string $type
@param array $options
@return bool"
54,javascript,https://github.com/excellalabs/ngComponentRouter/blob/b2240385bf542987916e07aa0d8712c962963f2d/angular_1_router.js#L2578-L2589,string to date,"/*
Expects strings to be in the form of ""[0-2]+""
Returns -1 if string A should be sorted above string B, 1 if it should be sorted after,
or 0 if they are the same."
55,php,https://github.com/CeusMedia/Common/blob/1138adf9341782a6284c05884989f7497532bcf4/src/FS/File/Arc/Tar.php#L139-L148,string to date,"Computes the unsigned Checksum of a File's header to try to ensure valid File.
@access		private
@param		string		$bytestring			String of Bytes
@return		string"
56,go,https://github.com/control-center/serviced/blob/7028f598e6a224b4d421e09cb9b582ad7d000304/cli/api/logs.go#L442-L508,string to date,// Builds an ES-logstash query string based on the list of service IDs requested.
57,php,https://github.com/moodle/moodle/blob/a411b499b98afc9901c24a9466c7e322946a04aa/enrol/lti/classes/manage_table.php#L244-L250,string to date,"Returns text to display in the columns.

@param \stdClass $tool the tool
@param string $text the text to alter
@return string"
58,php,https://github.com/nattreid/cms/blob/28eae564c6a8cdaf01d32ff5a1dffba58232f9c1/src/Control/AbstractPresenter.php#L130-L133,string to date,"Prida link do drobeckove navigace
@param string $name
@param string $link
@param array $arguments
@return Link"
59,php,https://github.com/Vinelab/iTunes/blob/401a845780ee3a04d8ccbadc5f023260658efffb/src/Vinelab/ITunes/Agent.php#L73-L76,string to date,"Search withing a defined region.

@param string $region
@param string $term
@param array  $params

@return obejct"
60,php,https://github.com/rybakdigital/fapi/blob/739dfa0fc0b17ab8e8ac8f8e86484f7e62b21027/Component/Routing/Router.php#L94-L105,string to date,"Loads RouteCollection from source

@param   string      $source   Path to resource
@return  RouteCollection"
61,python,https://github.com/QUANTAXIS/QUANTAXIS/blob/bb1fe424e4108b62a1f712b81a05cf829297a5c0/QUANTAXIS/QAUtil/QADate.py#L102-L108,string to date,":param dt:  pythone datetime.datetime
    :return:  1999-02-01 string type"
62,javascript,https://github.com/yoshuawuyts/pathname-match/blob/d1fee8e415807c0da27fe879ae2163f54c56555c/index.js#L10-L18,string to date,get url path section from a url strip querystrings / hashes strip protocol strip hostname and port (both ip and route) str -> str
63,php,https://github.com/RudyMas/Emvc_Email/blob/9ac2380c6863549fdc30ea64e446bbc6a9ebbb06/src/Email.php#L185-L190,string to date,"Use Latte for rendering HTML E-mails in the EasyMVC framework

@param string $latteFile
@param array $data
@return string"
64,php,https://github.com/agentmedia/phine-core/blob/38c1be8d03ebffae950d00a96da3c612aff67832/src/Core/Modules/Backend/AreaList.php#L78-L83,string to date,"The create url for an area after another
@param Area $area
@return string"
65,php,https://github.com/solspace/craft3-commons/blob/2de20a76e83efe3ed615a2a102dfef18e2295420/src/Translators/CraftTranslator.php#L23-L26,string to date,"Translates a string
Replaces any variables in the $string with variables from $variables
User brackets to specify variables in string

Example:
Translation string: ""Hello, {firstName}!""
Variables: [""firstName"": ""Icarus""]
End result: ""Hello, Icarus!""

@param string $category
@param string $string
@param array  $variables

@return string"
66,php,https://github.com/dwightwatson/active/blob/4faa30a31d2bb870c852ea38330f3fa1c1350f34/src/Active.php#L154-L161,string to date,"Get the active class if the active route is provided.

@param  mixed   $routes
@param  string  $class
@return string|null"
67,javascript,https://github.com/shy2850/mdppt/blob/66327770f4cf4eadc0b10e298db1422c917c702c/assets/js/mixjs/lib/event/wait.js#L115-L134,string to date,"触发事件
@param  {String} evt  事件类型
@param  {[type]} data 事件数据
@return {[type]}      this"
68,python,https://github.com/Microsoft/azure-devops-python-api/blob/4777ffda2f5052fabbaddb2abe9cb434e0cf1aa8/azure-devops/azure/devops/v5_0/identity/identity_client.py#L206-L226,string to date,"ReadIdentity.
        :param str identity_id:
        :param str query_membership:
        :param str properties:
        :rtype: :class:`<Identity> <azure.devops.v5_0.identity.models.Identity>`"
69,go,https://github.com/go4org/go4/blob/94abd6928b1da39b1d757b60c93fb2419c409fa1/sort/zfuncversion.go#L65-L69,sort string list,// Auto-generated variant of sort.go:swapRange
70,php,https://github.com/Opifer/Cms/blob/fa288bc9d58bf9078c2fa265fa63064fa9323797/src/ContentBundle/Entity/ContentListValue.php#L144-L165,sort string list,"Get content items ordered by the sort property

@return array"
71,java,https://github.com/aws/aws-sdk-java/blob/aa38502458969b2d13a1c3665a56aba600e4dbd0/aws-java-sdk-alexaforbusiness/src/main/java/com/amazonaws/services/alexaforbusiness/model/SearchRoomsResult.java#L90-L98,sort string list,"<p>
The rooms that meet the specified set of filter criteria, in sort order.
</p>
<p>
<b>NOTE:</b> This method appends the values to the existing list (if any). Use
{@link #setRooms(java.util.Collection)} or {@link #withRooms(java.util.Collection)} if you want to override the
existing values.
</p>

@param rooms
The rooms that meet the specified set of filter criteria, in sort order.
@return Returns a reference to this object so that method calls can be chained together."
72,go,https://github.com/intervention-engine/fhir/blob/cd152e6130c66ff56d91ad3603065e10ca1326ac/models/extension_ext.go#L30-L60,sort string list,"// GetBSON translates the FHIR extension syntax to a syntax that is more suitable for storage and sorting in MongoDB.
//
// Extension {
//   Url: ""http://example.org/fhir/extensions/foo"",
//   ValueString: ""bar"",
// }
//
// becomes
//
// bson.M {
//   ""@context"": bson.M {
//     ""foo"": contextDefinition {
//       ID: ""http://example.org/fhir/extensions/foo"",
//       Type: ""string"",
//     },
//   },
//   ""foo"": ""bar"",
// }"
73,python,https://github.com/tensorflow/tensor2tensor/blob/272500b6efe353aeb638d2745ed56e519462ca31/tensor2tensor/utils/beam_search.py#L273-L295,sort string list,"Finds the values and indices of the k largests entries.

  Instead of doing sort like tf.nn.top_k, this function finds the max value
  k times. The running time is proportional to k, which is be faster when k
  is small. The current implementation supports only inputs of rank 2.
  In addition, iota is used to replace the lower bits of each element, this
  makes the selection more stable when there are equal elements. The
  overhead is that output values are approximated.

  Args:
    inputs: A tensor with rank of 2. [batch_size, original_size].
    k: An integer, number of top elements to select.

  Returns:
    top_values: A tensor, the k largest elements in sorted order.
      [batch_size, k].
    indices: A tensor, indices of the top_values. [batch_size, k]."
74,ruby,https://github.com/sugaryourcoffee/syclink/blob/941ee2045c946daa1e0db394eb643aa82c1254cc/lib/syclink/designer.rb#L129-L133,save list to file,"Saves the website to the specified directory with the downcased name of
 the website and the extension 'website'. The website is save as YAML"
75,ruby,https://github.com/zhimin/rwebspec/blob/aafccee2ba66d17d591d04210067035feaf2f892/lib/rwebspec-webdriver/driver.rb#L772-L795,save list to file,"TODO: Common driver module =>  this is shared by both Watir and Selenium

 use win32screenshot library or Selenium to save curernt active window

 opts[:to_dir] => the direcotry to save image under"
76,python,https://github.com/ronhanson/python-tbx/blob/87f72ae0cadecafbcd144f1e930181fba77f6b83/tbx/process.py#L27-L35,save list to file,"Restarts the current program.
    Note: this function does not return. Any cleanup action (like
    saving data) must be done before calling this function."
77,javascript,https://github.com/gmarty/xgettext/blob/990e48411cec7a81ca462718eb7876f3b7593422/index.js#L55-L227,save list to file,"Parse input and save the i18n strings to a PO file.

@param Array|String input Array of files to parse or input string
@param Object options Options
@param Function cb Callback"
78,python,https://github.com/dnouri/nolearn/blob/2ef346c869e80fc90247916e4aea5cfa7cf2edda/nolearn/lasagne/visualize.py#L355-L370,save list to file,"Draws a network diagram to a file
    :parameters:
        - layers : list or NeuralNet instance
            List of layers or the neural net to draw.
        - filename : string
            The filename to save output to
        - **kwargs: see docstring of make_pydot_graph for other options"
79,python,https://github.com/wonambi-python/wonambi/blob/1d8e3d7e53df8017c199f703bcab582914676e76/wonambi/attr/annotations.py#L1212-L1249,save list to file,"Change the stage for one specific epoch.

        Parameters
        ----------
        epoch_start : int
            start time of the epoch, in seconds
        name : str
            description of the stage or qualifier.
        attr : str, optional
            either 'stage' or 'quality'
        save : bool
            whether to save every time one epoch is scored

        Raises
        ------
        KeyError
            When the epoch_start is not in the list of epochs.
        IndexError
            When there is no rater / epochs at all

        Notes
        -----
        In the GUI, you want to save as often as possible, even if it slows
        down the program, but it's the safer option. But if you're converting
        a dataset, you want to save at the end. Do not forget to save!"
80,python,https://github.com/ToFuProject/tofu/blob/39d6b2e7ced9e13666572dfd37e19403f1d6ff8d/tofu/pathfile.py#L278-L302,save list to file,"Set the Name of the instance, automatically updating the SaveName

        The name should be a str without spaces or underscores (removed)
        When the name is changed, if SaveName (i.e. the name used for saving)
        was not user-defined, it is automatically updated

        Parameters
        ----------
        Name :      str
            Name of the instance, without ' ' or '_' (automatically removed)
        SaveName :  None / str
            If provided, overrides the default name for saving (not recommended)
        Include:    list
            Controls how te default SaveName is generated
            Each element of the list is a key str indicating whether an element
            should be present in the SaveName"
81,python,https://github.com/saltstack/salt/blob/e8541fd6e744ab0df786c0f76102e41631f45d46/salt/modules/inspector.py#L71-L103,save list to file,"Start node inspection and save the data to the database for further query.

    Parameters:

    * **mode**: Clarify inspection mode: configuration, payload, all (default)

      payload
        * **filter**: Comma-separated directories to track payload.

    * **priority**: (advanced) Set priority of the inspection. Default is low priority.



    CLI Example:

    .. code-block:: bash

        salt '*' inspector.inspect
        salt '*' inspector.inspect configuration
        salt '*' inspector.inspect payload filter=/opt,/ext/oracle"
82,java,https://github.com/jboss/jboss-jsf-api_spec/blob/cb33d215acbab847f2db5cdf2c6fe4d99c0a01c3/src/main/java/javax/faces/render/ResponseStateManager.java#L233-L264,save list to file,"<p><span class=""changed_modified_2_2"""">Take</span> the argument
<code>state</code> and write it into the
output using the current {@link ResponseWriter}, which must be
correctly positioned already.</p>

<p class=""changed_added_2_2"">Call {@link FacesContext#getViewRoot()}.
If {@link javax.faces.component.UIComponent#isTransient()}
returns {@code true}, take implementation specific action so that the
following call to {@link #isStateless} returns {@code true} and return.
Otherwise, proceed as follows.</p>

<p>If the state is to be written out to hidden fields, the
implementation must take care to make all necessary character
replacements to make the Strings suitable for inclusion as an
HTTP request paramater.</p>

<p>If the state saving method for this application is {@link
javax.faces.application.StateManager#STATE_SAVING_METHOD_CLIENT},
the implementation <span class=""changed_modified_2_2"">must</span>
encrypt the state to be saved to the
client <span class=""changed_modified_2_2"">in a tamper evident
manner</span>.</p>

<p>If the state saving method for this application is {@link
javax.faces.application.StateManager#STATE_SAVING_METHOD_SERVER},
and the current request is an <code>Ajax</code> request
{@link javax.faces.context.PartialViewContext#isAjaxRequest} returns
<code>true</code>), use the current view state identifier if it is
available (do not generate a new identifier).</p>

<p>Write out the render kit identifier associated with this
<code>ResponseStateManager</code> implementation with the name
as the value of the <code>String</code> constant
<code>ResponseStateManager.RENDER_KIT_ID_PARAM</code>.  The
render kit identifier must not be written if:</p>
<ul>
<li>it is the default render kit identifier as returned by
{@link javax.faces.application.Application#getDefaultRenderKitId()} or</li>
<li>the render kit identfier is the value of
<code>javax.faces.render.RenderKitFactory.HTML_BASIC_RENDER_KIT</code> and
{@link javax.faces.application.Application#getDefaultRenderKitId()} returns <code>null</code>.
</li>
</ul>

<p>For backwards compatability with existing
<code>ResponseStateManager</code> implementations, the default
implementation of this method checks if the argument is an
instance of <code>SerializedView</code>.  If so, it calls through
to {@link
#writeState(javax.faces.context.FacesContext,javax.faces.application.StateManager.SerializedView)}.
If not, it expects the state to be a two element Object array.  It creates
an instance of <code>SerializedView</code> and
stores the state as the treeStructure, and passes it to {@link
#writeState(javax.faces.context.FacesContext,javax.faces.application.StateManager.SerializedView)}.</p>

<p class=""changed_added_2_2"">The {@link
javax.faces.lifecycle.ClientWindow} must be written using these
steps.  Call {@link
javax.faces.context.ExternalContext#getClientWindow}.  If the
result is <code>null</code>, take no further action regarding the
<code>ClientWindow</code>.  If the result is
non-<code>null</code>, write a hidden field whose name is {@link
#CLIENT_WINDOW_PARAM} and whose id is
<code>&lt;VIEW_ROOT_CONTAINER_CLIENT_ID&gt;&lt;SEP&gt;javax.faces.ClientWindow&lt;SEP&gt;&lt;UNIQUE_PER_VIEW_NUMBER&gt;</code>
where &lt;SEP&gt; is the currently configured
<code>UINamingContainer.getSeparatorChar()</code>.
&lt;VIEW_ROOT_CONTAINER_CLIENT_ID&gt; is the return from
<code>UIViewRoot.getContainerClientId()</code> on the view from
whence this state originated.  &lt;UNIQUE_PER_VIEW_NUMBER&gt; is
a number that must be unique within this view, but must not be
included in the view state.  The value of the field is implementation
dependent but must uniquely identify this window within the user's session.</p>


@since 1.2

@param context The {@link FacesContext} instance for the current request
@param state The serialized state information previously saved
@throws IOException if the state argument is not an array of length 2."
