,language,url,query,documentation
10,java,https://github.com/zaproxy/zaproxy/blob/0cbe5121f2ae1ecca222513d182759210c569bec/src/org/zaproxy/zap/control/AddOn.java#L2149-L2172,convert int to string,NOTE: Following 2 methods copied from org.apache.commons.lang.SystemUtils version 2.6 because of constrained visibility
11,java,https://github.com/EXIficient/exificient-grammars/blob/d96477062ebdd4245920e44cc1995259699fc7fb/src/main/java/com/siemens/ct/exi/grammars/regex/RegularExpression.java#L600-L758,convert int to string,Converts a token to an operation.
12,java,https://github.com/b3log/latke/blob/f7e08a47eeecea5f7c94006382c24f353585de33/latke-core/src/main/java/org/b3log/latke/util/Locales.java#L209-L215,convert int to string,"Gets language from the specified locale string.

@param localeString the specified locale string
@return language, if the length of specified locale string less than 2, returns """""
13,python,https://github.com/SwissDataScienceCenter/renku-python/blob/691644d695b055a01e0ca22b2620e55bbd928c0d/renku/models/datasets.py#L151-L157,convert int to string,Convert dataset files.
14,java,https://github.com/hypercube1024/firefly/blob/ed3fc75b7c54a65b1e7d8141d01b49144bb423a3/firefly-common/src/main/java/com/firefly/utils/io/BufferUtils.java#L905-L909,convert int to string,"Convert Buffer to string ID independent of content

@param buffer the buffet to generate a string ID from
@return A string showing the buffer ID"
15,php,https://github.com/ezsystems/ezpublish-legacy/blob/2493420f527fbc829a8d5bdda402e05d64a20db7/lib/ezimage/classes/ezimagegdhandler.php#L254-L259,convert int to string,"/*!
Converts the image to grayscale."
16,java,https://github.com/pressgang-ccms/PressGangCCMSBuilder/blob/5436d36ba1b3c5baa246b270e5fc350e6778bce8/src/main/java/org/jboss/pressgang/ccms/contentspec/builder/utils/DocBookBuildUtilities.java#L485-L487,convert int to string,"Convert a DOM Document to a Formatted String representation.

@param doc                 The DOM Document to be converted and formatted.
@param xmlFormatProperties The XML Formatting Properties.
@return The converted XML String representation."
17,python,https://github.com/kennethreitz/maya/blob/774b141d91a83a5d77cb5351db3d02bf50564b21/maya/core.py#L194-L200,convert int to string,Converts a datetime into an epoch.
18,java,https://github.com/Bedework/bw-util/blob/f51de4af3d7eb88fe63a0e22be8898a16c6cc3ad/bw-util-struts/src/main/java/org/bedework/util/struts/UtilActionForm.java#L595-L606,convert int to string,"Convert a string parameter so we can add an
error message for incorrect formats (instead of relying on Struts).

<p>Struts tends to return 0 or null for illegal values, e.g., alpha
characters for a number.

@param newVal
@param curVal
@param name
@return String"
19,python,https://github.com/pybel/pybel/blob/c8a7a1bdae4c475fa2a8c77f3a9a5f6d79556ca0/src/pybel/struct/pipeline/pipeline.py#L25-L27,convert int to string,Convert a dictionary to a tuple.
20,java,https://github.com/classgraph/classgraph/blob/c8c8b2ca1eb76339f69193fdac33d735c864215c/src/main/java/io/github/classgraph/MethodParameterInfo.java#L129-L133,convert int to string,"Get the method parameter modifiers as a String, e.g. ""final"". For the modifier bits, call
{@link #getModifiers()}.

@return The modifiers for the method parameter, as a String."
21,javascript,https://github.com/instea/react-native-popup-menu/blob/46197a3a72a2031c040b6c1c5971199bb53f938b/build/rnpm.js#L228-L237,convert int to string,Converts iterator to array
22,java,https://github.com/hsiafan/apk-parser/blob/8993ddd52017b37b8f2e784ae0a15417d9ede932/src/main/java/net/dongliu/apk/parser/utils/Buffers.java#L66-L72,convert int to string,"read utf16 strings, use strLen, not ending 0 char."
23,java,https://github.com/carewebframework/carewebframework-core/blob/fa3252d4f7541dbe151b92c3d4f6f91433cd1673/org.carewebframework.shell/src/main/java/org/carewebframework/shell/layout/Layout.java#L257-L261,convert int to string,Converts from clipboard format.
24,java,https://github.com/kiegroup/jbpm/blob/c3473c728aa382ebbea01e380c5e754a96647b82/jbpm-flow-builder/src/main/java/org/jbpm/compiler/xml/processes/RuleFlowMigrator.java#L162-L174,convert int to string,"***********************************************************************
Converts the contents of the given Reader into a string.
WARNING: the given string is not reset (as not all
readers support reset). Consequently, anny further
attempt to read from the given reader will return nothing,
unless you reset the reader.
@param reader
@return he contents of the given Reader into a string.
@throws IOException
**********************************************************************"
25,python,https://github.com/google/grr/blob/5cef4e8e2f0d5df43ea4877e9c798e0bf60bfe74/grr/server/grr_response_server/export.py#L1296-L1317,convert int to string,Convert batch of FileStoreHashs.
26,java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/logging/LogManager.java#L1319-L1329,convert int to string,we return the given default value.
27,python,https://github.com/miso-belica/jusText/blob/ad05130df2ca883f291693353f9d86e20fe94a4e/justext/core.py#L132-L136,convert int to string,Converts DOM into paragraphs.
28,java,https://github.com/xqbase/util/blob/e7b9167b6c701b9eec988a9d1e68446cef5ef420/util/src/main/java/com/xqbase/util/Numbers.java#L56-L58,convert int to string,"Parse an <b>int</b> with a given default value <b>i</b> and
a given range between <b>min</b> and <b>max</b> (inclusive)

@return default value if null or not parsable"
29,java,https://github.com/ixa-ehu/kaflib/blob/3921f55d9ae4621736a329418f6334fb721834b8/src/main/java/ixa/kaflib/KAFDocument.java#L1868-L1874,convert int to string,Converts a List into a Span
30,java,https://github.com/Shusshu/Android-RecurrencePicker/blob/4f0ae74482e4d46d57a8fb13b4b7980a8613f4af/library/src/main/java/be/billington/calendar/recurrencepicker/EventRecurrence.java#L281-L300,convert int to string,"Converts one of the internal day constants (SU, MO, etc.) to the
two-letter string representing that constant.

@param day one the internal constants SU, MO, etc.
@return the two-letter string for the day (""SU"", ""MO"", etc.)
@throws IllegalArgumentException Thrown if the day argument is not one of
the defined day constants."
31,java,https://github.com/dnsjava/dnsjava/blob/d97b6a0685d59143372bb392ab591dd8dd840b61/org/xbill/DNS/TKEYRecord.java#L117-L150,convert int to string,Converts rdata to a String
32,java,https://github.com/BranchMetrics/android-branch-deep-linking/blob/e3bee2ccfcbf6d4bf1a5815b5b86666e4ff8f848/Branch-SDK/src/io/branch/referral/Branch.java#L2247-L2249,convert int to string,PRIVATE FUNCTIONS
33,python,https://github.com/apple/turicreate/blob/74514c3f99e25b46f22c6e02977fe3da69221c2e/src/external/coremltools_wrap/coremltools/deps/protobuf/python/google/protobuf/internal/well_known_types.py#L310-L313,convert int to string,Converts a Duration to microseconds.
34,java,https://github.com/netplex/json-smart-v2/blob/bfb3daef039e22a7bbff5f76bf14ea23330cd70e/json-smart/src/main/java/net/minidev/json/parser/JSONParserString.java#L38-L40,convert int to string,"use to return Primitive Type, or String, Or JsonObject or JsonArray
generated by a ContainerFactory"
35,python,https://github.com/jspricke/python-abook/blob/cc58ad998303ce9a8b347a3317158c8f7cd0529f/abook.py#L283-L311,convert int to string,Converts a vCard to Abook
36,java,https://github.com/fcrepo3/fcrepo/blob/37df51b9b857fd12c6ab8269820d406c3c4ad774/fcrepo-common/src/main/java/org/fcrepo/utilities/NormalizedURI.java#L231-L237,convert int to string,"Return the default port used by a given scheme.

@param the scheme, e.g. http
@return the port number, or -1 if unknown"
37,python,https://github.com/sassoo/goldman/blob/b72540c9ad06b5c68aadb1b4fa8cb0b716260bf2/goldman/queryparams/page.py#L124-L133,convert int to string,Convert the Paginator into a dict
38,go,https://github.com/joyt/godate/blob/7151572574a7c217932a48e0b23c111631e7181c/godate.go#L309-L315,convert int to string,"// LayoutUnicode returns the layout of this date according to the
// Unicode standard: http://www.unicode.org/reports/tr35/tr35-19.html#Date_Format_Patterns
// NOT TESTED."
39,python,https://github.com/tisimst/mcerp/blob/2bb8260c9ad2d58a806847f1b627b6451e407de1/mcerp/umath.py#L128-L136,convert int to string,Convert radians to degrees
40,java,https://github.com/JM-Lab/utils-java8/blob/9e407b3f28a7990418a1e877229fa8344f4d78a5/src/main/java/kr/jm/utils/time/JMTimeUtil.java#L404-L408,convert int to string,"Change format and time zone to default utc format string.

@param dateFormat the date format
@param dateString the date string
@return the string"
41,python,https://github.com/xlzd/xtls/blob/b3cc0ab24197ecaa39adcad7cd828cada9c04a4e/xtls/util.py#L33-L41,convert int to string,convert a object to string
42,java,https://github.com/audit4j/audit4j-core/blob/dc8569108851e64cb0ecc7a39048db0ad070fba2/src/main/java/org/audit4j/core/util/ConcurrentDateFormatAccess.java#L94-L99,convert int to string,"Convert date to string.

@param date the date
@return the string"
43,javascript,https://github.com/espruino/EspruinoTools/blob/e31e564ebf302c53c8a73aa7f58f5f42a33fe26e/core/utils.js#L538-L544,convert int to string,Converts a DataView to an ArrayBuffer
44,go,https://github.com/360EntSecGroup-Skylar/excelize/blob/63e97ffc9aae35780cdbd69ad966fb101fc5217f/styles.go#L850-L856,convert int to string,"// formatToInt provides a function to convert original string to integer
// format as string type by given built-in number formats code and cell
// string."
45,python,https://github.com/tensorflow/mesh/blob/3921196e5e43302e820da0a87329f25d7e2a3016/mesh_tensorflow/tpu_variables.py#L183-L197,convert int to string,Converts a variable to a tensor.
46,java,https://github.com/hypfvieh/java-utils/blob/407c32d6b485596d4d2b644f5f7fc7a02d0169c6/src/main/java/com/github/hypfvieh/util/ConverterUtil.java#L25-L34,convert int to string,"Convert given String to Integer, returns _default if String is not an integer.
@param _str
@param _default
@return _str as Integer or _default value"
47,go,https://github.com/intelsdi-x/snap/blob/e3a6c8e39994b3980df0c7b069d5ede810622952/grpc/common/common.go#L358-L364,convert int to string,// Converts configMaps to ConfigDataNode
48,java,https://github.com/osglworks/java-tool/blob/8b6eee2bccb067eb32e6a7bc4a4dfef7a7d9008b/src/main/java/org/osgl/util/FastStr.java#L1662-L1667,convert int to string,"Construct a FastStr instance from a String instance.
The FastStr instance will share the char array buf with
the String instance
@param s the string instance
@return A FastStr instance"
49,java,https://github.com/BlueBrain/bluima/blob/793ea3f46761dce72094e057a56cddfa677156ae/modules/bluima_abbreviations/src/main/java/com/wcohen/ss/CombinedStringDistanceLearner.java#L184-L194,convert int to string,/* lazily convert to a MultiStringWrapper
50,java,https://github.com/DDTH/ddth-queue/blob/b20776850d23111d3d71fc8ed6023c590bc3621f/ddth-queue-core/src/main/java/com/github/ddth/queue/impl/InmemQueue.java#L104-L113,priority queue,"Init method.

@return
@throws Exception"
51,go,https://github.com/anacrolix/torrent/blob/d2400968fc54c3d8a6482d4ca5ff16cc5e5139cb/file.go#L112-L120,priority queue,// Sets the minimum priority for pieces in the File.
52,java,https://github.com/atomix/copycat/blob/c90b88ccd5c63d6ea0b49fb77c25e2f3272a7b10/server/src/main/java/io/atomix/copycat/server/state/ServerSessionContext.java#L448-L453,priority queue,Commits events for the given index.
53,go,https://github.com/kubernetes/kubernetes/blob/6a8a3682919652ae668c389ed2f60efb770eed03/pkg/scheduler/factory/plugins.go#L552-L561,priority queue,// ListRegisteredPriorityFunctions returns the registered priority functions.
54,ruby,https://github.com/ericchapman/ruby_wamp_rails/blob/026672c759448d73348ac0e315ae8fbf35f51b9f/lib/wamp_rails/client.rb#L177-L191,priority queue,"endregion
region Private Methods
 Queues the command and blocks it the callback is not nil
 @param [WampRails::Command::Base] - The command to queue
 @param [Block] - The block to call when complete"
55,go,https://github.com/mongodb/grip/blob/8b8accd7a3ec9b31a2d3eea610d5bf906bddfd11/slogger/level.go#L38-L53,priority queue,// Priority returns grip's native level.Priority for a slogger.Level.
56,java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/ThreadPoolExecutor.java#L1173-L1189,priority queue,android-note: Removed @throws SecurityException
57,go,https://github.com/globalsign/certlint/blob/0d1cb4010c341ea8d36a5e49a88e1dca78a21fa7/errors/errors.go#L75-L90,priority queue,"// List returns all errors of a given priority, if no priority is given all
// errors are returned."
58,java,https://github.com/DDTH/ddth-queue/blob/b20776850d23111d3d71fc8ed6023c590bc3621f/ddth-queue-core/src/main/java/com/github/ddth/queue/impl/RocksDbQueue.java#L292-L302,priority queue,{@inheritDoc}
59,go,https://github.com/mailgun/minheap/blob/3dbe6c6bf55f94c5efcf460dc7f86830c21a90b2/minheap.go#L67-L71,priority queue,// update modifies the priority and value of an Item in the queue.
60,java,https://github.com/alipay/sofa-rpc/blob/a31406410291e56696185a29c3ba4bd1f54488fd/core/common/src/main/java/com/alipay/sofa/rpc/common/utils/ThreadPoolUtils.java#L70-L77,priority queue,"固定大小线程池，自定义队列

@param corePoolSize 初始化线程池
@param queue        线程池队列
@return the thread pool executor"
61,ruby,https://github.com/celluloid/celluloid/blob/2c21bbc481ae65ba527f415f52df4ae99700b72f/lib/celluloid/system_events.rb#L4-L13,priority queue,Handle high-priority system event messages
62,java,https://github.com/googleapis/google-api-java-client/blob/88decfd14fc40cae6eb6729a45c7d56a1132e450/google-api-client/src/main/java/com/google/api/client/googleapis/notifications/StoredChannel.java#L225-L233,priority queue,"Sets the opaque ID for the subscribed resource that is stable across API versions or
{@code null} for none."
63,php,https://github.com/webfactory/symfony-application-tests/blob/971c0d45c46dc20323535940fc0d1cc7eafaf553/src/Webfactory/Constraint/IsEventSubscriberConstraint.php#L128-L135,priority queue,"Checks the given priority.

@param string $event
@param integer|mixed $priority"
64,java,https://github.com/exoplatform/jcr/blob/3e7f9ee1b5683640d73a4316fb4b0ad5eac5b8a2/exo.jcr.component.core/src/main/java/org/exoplatform/services/jcr/impl/core/query/lucene/VolatileIndex.java#L214-L223,priority queue,"Commits pending documents to the index.

@throws IOException if committing pending documents fails."
65,python,https://github.com/GNS3/gns3-server/blob/a221678448fb5d24e977ef562f81d56aacc89ab1/gns3server/compute/qemu/qemu_vm.py#L447-L457,priority queue,"Sets the boot priority for this QEMU VM.

        :param boot_priority: QEMU boot priority"
66,java,https://github.com/DDTH/ddth-queue/blob/b20776850d23111d3d71fc8ed6023c590bc3621f/ddth-queue-core/src/main/java/com/github/ddth/queue/impl/universal/UniversalIdIntQueueMessage.java#L22-L29,priority queue,"Create a new {@link UniversalIdIntQueueMessage} object.

@return"
67,ruby,https://github.com/Origen-SDK/origen/blob/f05e9dd190fcb90284084ba6e2bd4b0fe0c7f4ac/lib/origen/site_config.rb#L116-L121,priority queue,Dynamically add a new site variable at the highest priority.
68,java,https://github.com/ops4j/org.ops4j.pax.logging/blob/493de4e1db4fe9f981f3dd78b8e40e5bf2b2e59d/pax-logging-service/src/main/java/org/apache/log4j/receivers/net/SocketHubReceiver.java#L304-L312,priority queue,"Fire connectors.
@param isReconnect true if reconnect."
69,go,https://github.com/ethereum/go-ethereum/blob/b6c0234e0b5c9d459d1ed784c910f6348890d56b/les/api.go#L337-L378,priority queue,// setClientCapacity sets the priority capacity assigned to a given client
70,ruby,https://github.com/xing/beetle/blob/42322edc78e6e181b3b9ee284c3b00bddfc89108/lib/beetle/client.rb#L226-L229,priority queue,"start listening to a list of queues (default to all registered queues).
 runs the given block before entering the eventmachine loop."
71,java,https://github.com/lucee/Lucee/blob/29b153fc4e126e5edb97da937f2ee2e231b87593/core/src/main/java/lucee/runtime/thread/ThreadUtil.java#L150-L160,priority queue,"return priority as a int representation

@param priority Thread priority as String definition
@return int definition of priority (-1 when input is invalid)"
72,java,https://github.com/netty/netty/blob/ba06eafa1c1824bd154f1a380019e7ea2edf3c4c/common/src/main/java/io/netty/util/concurrent/AbstractScheduledEventExecutor.java#L73-L88,priority queue,"Cancel all scheduled tasks.

This method MUST be called only when {@link #inEventLoop()} is {@code true}."
73,php,https://github.com/ezsystems/ezpublish-kernel/blob/ef2ae730a46e9718ebd80f1047c0f8b866209ce9/eZ/Publish/Core/Persistence/Legacy/Content/ObjectState/Gateway/ExceptionConversion.php#L341-L350,priority queue,"Updates the object state priority to provided value.

@param mixed $stateId
@param int $priority"
74,java,https://github.com/GoogleCloudPlatform/appengine-mapreduce/blob/2045eb3605b6ecb40c83d11dd5442a89fe5c5dd6/java/example/src/com/google/appengine/demos/mapreduce/entitycount/ChainedMapReduceJob.java#L116-L124,priority queue,[END chain_job_example]
75,go,https://github.com/beeker1121/goque/blob/4044bc29b28064db4f08e947c4972d5ca3e0f3c8/priority_queue.go#L422-L443,priority queue,"// getNextItem returns the next item in the priority queue, updating
// the current priority level of the queue if necessary."
76,java,https://github.com/apache/reef/blob/e2c47121cde21108a602c560cf76565a40d0e916/lang/java/reef-bridge-proto-java/src/main/java/org/apache/reef/bridge/driver/service/DriverStatusHTTPHandler.java#L154-L168,priority queue,"Waits for a status message to be available and returns it.

@return the first available status message."
77,java,https://github.com/asterisk-java/asterisk-java/blob/cdc9849270d97ef75afa447a02c5194ed29121eb/src/main/java/org/asteriskjava/util/internal/Slf4JLogger.java#L137-L140,priority queue,Log an error to the SLF4J Logger with <code>ERROR</code> priority.
78,java,https://github.com/foundation-runtime/logging/blob/cd0a07b3c5b458ecf90ab92a1e0c72a067f5cbd6/logging-log4j/src/main/java/com/cisco/oss/foundation/logging/appender/LogFileCompressor.java#L155-L167,priority queue,Stops the compressor.
79,php,https://github.com/zicht/url-bundle/blob/4638524124c84b61c02d5194f8a28f34e9eb9845/src/Zicht/Bundle/UrlBundle/Url/DelegatingProvider.php#L36-L40,priority queue,"Add a provider with the specified priority. Higher priority means exactly that ;)

@param Provider $provider
@param int $priority
@return void"
80,java,https://github.com/apache/incubator-heron/blob/776abe2b5a45b93a0eb957fd65cbc149d901a92a/heron/instance/src/java/org/apache/heron/instance/OutgoingTupleCollection.java#L277-L287,priority queue,Clean the internal state of OutgoingTupleCollection
81,java,https://github.com/the-fascinator/plugin-indexer-solr/blob/001159b18b78a87daa5d8b2a17ced28694bae156/src/main/java/com/googlecode/fascinator/indexer/SolrWrapperQueueConsumer.java#L593-L599,priority queue,"Sets the priority level for the thread. Used by the OS.

@param newPriority The priority level to set the thread at"
82,java,https://github.com/killme2008/xmemcached/blob/66150915938813b3e3413de1d7b43b6ff9b1478d/src/main/java/com/google/code/yanf4j/buffer/AbstractIoBuffer.java#L352-L360,priority queue,{@inheritDoc}
83,java,https://github.com/spotbugs/spotbugs/blob/f6365c6eea6515035bded38efa4a7c8b46ccf28c/spotbugs/src/main/java/edu/umd/cs/findbugs/config/ProjectFilterSettings.java#L300-L313,priority queue,"Set minimum warning priority threshold.

@param minPriority
the priority threshold: one of ""High"", ""Medium"", or ""Low"""
84,java,https://github.com/infinispan/infinispan/blob/7c62b94886c3febb4774ae8376acf2baa0265ab5/core/src/main/java/org/infinispan/topology/LocalTopologyManagerImpl.java#L97-L111,priority queue,"Arbitrary value, only need to start after the (optional) GlobalStateManager and JGroupsTransport"
85,php,https://github.com/TYPO3-Solr/ext-solr/blob/b9fd8b98341d9935dba44e0ad226e7f5e3c19a93/Classes/IndexQueue/FrontendHelper/PageIndexer.php#L203-L216,priority queue,"Determines the highest priority of all registered authentication
services.

@return int Highest priority of all registered authentication service"
86,java,https://github.com/twitter/hraven/blob/e35996b6e2f016bcd18db0bad320be7c93d95208/hraven-core/src/main/java/com/twitter/hraven/datasource/AppSummaryService.java#L308-L324,priority queue,"looks at {@Link String} to see if queue name already is stored, if not,
adds it
@param {@link JobDetails}
@param {@link Result}
@return queue list"
87,python,https://github.com/spotify/luigi/blob/c5eca1c3c3ee2a7eb612486192a0da146710a1e9/luigi/scheduler.py#L771-L782,priority queue,"Update priority of the given task.

        Priority can only be increased.
        If the task doesn't exist, a placeholder task is created to preserve priority when the task is later scheduled."
88,java,https://github.com/brettwooldridge/HikariCP/blob/c509ec1a3f1e19769ee69323972f339cf098ff4b/src/main/java/com/zaxxer/hikari/pool/HikariPool.java#L553-L585,priority queue,"If initializationFailFast is configured, check that we have DB connectivity.

@throws PoolInitializationException if fails to create or validate connection
@see HikariConfig#setInitializationFailTimeout(long)"
89,php,https://github.com/ventoviro/windwalker-core/blob/0ed53059fc2d5d2d9b72f0e4aeef2fdf6aac0074/src/Core/Package/AbstractPackage.php#L464-L473,priority queue,"addMiddleware

@param callable $middleware
@param int      $priority

@return static"
90,java,https://github.com/Stratio/deep-spark/blob/b9621c9b7a6d996f80fce1d073d696a157bed095/deep-commons/src/main/java/com/stratio/deep/commons/utils/Utils.java#L546-L562,priority queue,"Returns an instance of ThreadPoolExecutor using an bounded queue and blocking when the worker queue is full.
@param nThreads thread pool size
@param queueSize workers queue size
@return thread pool executor"
91,php,https://github.com/ventoviro/windwalker-core/blob/0ed53059fc2d5d2d9b72f0e4aeef2fdf6aac0074/src/Core/View/Traits/LayoutRenderableTrait.php#L234-L241,priority queue,"addPaths

@param array $paths
@param int   $priority

@return  static"
92,java,https://github.com/exoplatform/jcr/blob/3e7f9ee1b5683640d73a4316fb4b0ad5eac5b8a2/exo.jcr.ext.services/src/main/java/org/exoplatform/services/jcr/ext/organization/MembershipHandlerImpl.java#L777-L781,priority queue,{@inheritDoc}
93,php,https://github.com/proem/proem/blob/31e00b315a12d6bfa65803ad49b3117d8b9c4da4/lib/Proem/Util/Structure/PriorityQueue.php#L86-L96,priority queue,"Insert an item into the queue.

@param mixed $data
@param int $priority"
94,java,https://github.com/acromusashi/acromusashi-stream/blob/65b1f335d771d657c5640a2056ab5c8546eddec9/src/main/java/acromusashi/stream/component/rabbitmq/DefaultRabbitmqClient.java#L213-L222,priority queue,"リトライ間隔を検証して設定する。

@param retryInterval the retryInterval to set
@throws RabbitmqCommunicateException 指定したリトライ間隔が正の整数でない場合"
95,ruby,https://github.com/rails/sprockets/blob/9e3f0d8e98c44f57e67bc138db87bb8469bf5ddd/lib/sprockets/paths.rb#L47-L52,priority queue,"Append a `path` to the `paths` list.

 Paths at the beginning of the `Array` have a higher priority."
96,java,https://github.com/Activiti/Activiti/blob/82e2b2cd2083b2f734ca0efc7815389c0f2517d9/activiti-engine/src/main/java/org/activiti/engine/impl/cfg/ProcessEngineConfigurationImpl.java#L1844-L1888,priority queue,/////////////////////////////////////////////////////////////
97,php,https://github.com/ventoviro/windwalker-core/blob/0ed53059fc2d5d2d9b72f0e4aeef2fdf6aac0074/src/Core/Mvc/AbstractClassResolver.php#L140-L145,priority queue,"registerDefaultNamespace

@param PriorityQueue $namespaces
@param int           $priority

@return  static"
98,java,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.messaging.comms.client/src/com/ibm/ws/sib/jfapchannel/richclient/buffer/impl/RichByteBufferImpl.java#L42-L46,priority queue,"Resets the buffer with a new underlying buffer.

@param buff
@param p"
99,javascript,https://github.com/yvele/poosh/blob/1b8a84d2bc38d92711405004270c0dcc84e4dbf0/packages/poosh-core/src/FileProvider.js#L42-L46,priority queue,"Sort tuples by priority first and then by src relative path.

@this FileProvider
@private"
100,java,https://github.com/oboehm/jfachwert/blob/67b513d29e3114c7aee65cd1ea7a5b7e540b0d1b/src/main/java/de/jfachwert/util/TinyUUID.java#L213-L216,string to date,"Liefert eine verkuerzte Darstellung einer UUID als String. Die Laenge
reduziert sich dadurch auf 22 Zeichen. Diese kann z.B. dazu genutzt
werden, um eine UUID platzsparend abzuspeichern, wenn man dazu nicht
das Ergebnis aus {@link #toBytes()} (16 Bytes) verwenden will.
<p>
Damit der resultierende String auch URL-safe ist, werden die Zeichen
'/' und '+' durch '_' und '-' ersetzt.
</p>

@return 22 Zeichen, z.B. ""ix9de14vQgGKwXZUaruCzw"""
101,java,https://github.com/ggrandes/kvstore/blob/c79277f79f4604e0fec8349a98519838e3de38f0/src/main/java/org/javastack/kvstore/Options.java#L13-L16,string to date,String
102,python,https://github.com/googleapis/google-cloud-python/blob/85e80125a59cb10f8cb105f25ecc099e4b940b50/bigquery/google/cloud/bigquery/_helpers.py#L290-L294,string to date,Coerce 'value' to an JSON-compatible representation.
103,python,https://github.com/victorlei/smop/blob/bdad96b715d1dd75ce8ab4724f76b9b1bb1f61cd/smop/parse.py#L464-L466,string to date,string : STRING
104,javascript,https://github.com/sjberry/buildit/blob/0465376cd08ffdd1c2689322a9eb4860509b2c59/lib/walk.js#L104-L115,string to date,"Placeholder.

@param from
@param to
@returns {String}
@private"
105,python,https://github.com/log2timeline/dfvfs/blob/2b3ccd115f9901d89f383397d4a1376a873c83c4/dfvfs/vfs/tsk_file_entry.py#L211-L224,string to date,str: name.
106,javascript,https://github.com/espruino/EspruinoTools/blob/e31e564ebf302c53c8a73aa7f58f5f42a33fe26e/core/utils.js#L538-L544,string to date,Converts a DataView to an ArrayBuffer
107,go,https://github.com/steakknife/hamming/blob/c99c65617cd3d686aea8365fe563d6542f01d940/slices_of_hamming.go#L139-L144,string to date,// runize string
108,java,https://github.com/netty/netty/blob/ba06eafa1c1824bd154f1a380019e7ea2edf3c4c/codec-http/src/main/java/io/netty/handler/codec/http/cookie/ClientCookieEncoder.java#L74-L76,string to date,"Encodes the specified cookie into a Cookie header value.

@param name
the cookie name
@param value
the cookie value
@return a Rfc6265 style Cookie header value"
109,java,https://github.com/Gagravarr/VorbisJava/blob/22b4d645b00386d59d17a336a2bc9d54db08df16/core/src/main/java/org/gagravarr/opus/OpusTags.java#L59-L62,string to date,Magic string
110,ruby,https://github.com/arnau/ISO8601/blob/2b6e860f4052ce5b85c63814796f23b284644e0d/lib/iso8601/duration.rb#L175-L178,string to date,Changes the base to compute the months for the right base year
111,java,https://github.com/jfinal/jfinal/blob/fc07f0f5d56e85ccd3cfcdd587b56b8dd9c663e9/src/main/java/com/jfinal/validate/Validator.java#L498-L500,string to date,Validate string.
112,javascript,https://github.com/freearhey/vue2-filters/blob/d9ac0e2d3b7807e01f8aed86d6699e9f9954b67c/src/string/placeholder.js#L8-L10,string to date,"If the value is missing outputs the placeholder text

'' => {placeholder}
'foo' => 'foo'"
