,language,url,query,documentation
51,java,https://github.com/redisson/redisson/blob/d3acc0249b2d5d658d36d99e2c808ce49332ea44/redisson/src/main/java/org/redisson/RedissonBlockingDeque.java#L92-L95,priority queue,"/*
(non-Javadoc)
@see java.util.concurrent.BlockingQueue#poll(long, java.util.concurrent.TimeUnit)"
52,java,https://github.com/eduarddrenth/ConfigurableReports/blob/b5fb7a89e16d9b35f557f3bf620594f821fa1552/src/main/java/com/vectorprint/report/data/BlockingDataCollector.java#L89-L97,priority queue,"Starts a data collecting Thread that will call {@link #collectData() }
@return"
53,java,https://github.com/JetBrains/xodus/blob/7b3476c4e81db66f9c7529148c761605cc8eea6d/utils/src/main/java/jetbrains/exodus/core/execution/JobProcessorAdapter.java#L116-L119,priority queue,"Queues a job for execution in specified time.

@param job    the job.
@param millis execute the job in this time."
54,java,https://github.com/Azure/azure-sdk-for-java/blob/aab183ddc6686c82ec10386d5a683d2691039626/servicebus/data-plane/azure-servicebus/src/main/java/com/microsoft/azure/servicebus/management/ManagementClient.java#L311-L313,priority queue,"Creates a new queue in the service namespace with the given name.
See {@link QueueDescription} for default values of queue properties.
@param queueDescription - A {@link QueueDescription} object describing the attributes with which the new queue will be created.
@return {@link QueueDescription} of the newly created queue.
@throws MessagingEntityAlreadyExistsException - An entity with the same name exists under the same service namespace.
@throws TimeoutException - The operation times out. The timeout period is initiated through ClientSettings.operationTimeout
@throws AuthorizationFailedException - No sufficient permission to perform this operation. Please check ClientSettings.tokenProvider has correct details.
@throws ServerBusyException - The server is busy. You should wait before you retry the operation.
@throws ServiceBusException - An internal error or an unexpected exception occurred.
@throws QuotaExceededException - Either the specified size in the description is not supported or the maximum allowed quota has been reached.
@throws InterruptedException if the current thread was interrupted"
55,java,https://github.com/apache/incubator-gobblin/blob/f029b4c0fea0fe4aa62f36dda2512344ff708bae/gobblin-runtime/src/main/java/org/apache/gobblin/runtime/BoundedBlockingRecordQueue.java#L96-L102,priority queue,"Get a record from the head of the queue, waiting (up to the configured timeout time)
for a record to become available.

@return the record at the head of the queue, or <code>null</code> if no record is available
@throws InterruptedException if interrupted while waiting"
56,java,https://github.com/alkacon/opencms-core/blob/bc104acc75d2277df5864da939a1f2de5fdee504/src-gwt/org/opencms/ade/galleries/client/ui/CmsGalleriesTab.java#L550-L555,priority queue,"Adds more gallery list items to display in the tab, if available.<p>"
57,java,https://github.com/gresrun/jesque/blob/44749183dccc40962a94c2af547ea7d0d880b5d1/src/main/java/net/greghaines/jesque/client/ClientImpl.java#L125-L129,priority queue,{@inheritDoc}
58,java,https://github.com/hector-client/hector/blob/a302e68ca8d91b45d332e8c9afd7d98030b54de1/core/src/main/java/me/prettyprint/cassandra/connection/ConcurrentHClientPool.java#L304-L311,priority queue,"Avoids a race condition on adding clients back to the pool if pool is almost full.
Almost always a result of batch operation startup and shutdown (when multiple threads
are releasing at the same time).
@param client"
59,java,https://github.com/attribyte/acp/blob/dbee6ebb83fda4f19fbbbcb9d0ac2b527e3cb659/src/main/java/org/attribyte/sql/pool/TypesafeConfig.java#L95-L108,priority queue,"Gets all available keys in the config.
@param config The config.
@return The keys."
60,java,https://github.com/Red5/red5-server-common/blob/39ae73710c25bda86d70b13ef37ae707962217b9/src/main/java/org/red5/server/stream/PlayEngine.java#L756-L761,priority queue,"Seek to a given position

@param position
Position
@throws IllegalStateException
If stream is in stopped state
@throws OperationNotSupportedException
If this object doesn't support the operation."
61,python,https://github.com/hubo1016/vlcp/blob/239055229ec93a99cc7e15208075724ccf543bd1/vlcp/event/lock.py#L141-L146,priority queue,Create the subqueue to change the default behavior of Lock to semaphore.
62,java,https://github.com/conversant/disruptor/blob/3bd90c09dfff9ae5592fbefd6e5d675ed5ac8b25/src/main/java/com/conversantmedia/util/concurrent/AbstractCondition.java#L37-L49,priority queue,"wake me when the condition is satisfied, or timeout"
63,php,https://github.com/indigophp-archive/queue/blob/d364d5a1fc3b00d59846b19aa472d7f2aa130ff8/src/Connector/BeanstalkdConnector.php#L121-L130,priority queue,{@inheritdoc}
64,java,https://github.com/facebookarchive/hadoop-20/blob/2a29bc6ecf30edb1ad8dbde32aa49a317b4d44f4/src/hdfs/org/apache/hadoop/hdfs/server/namenode/UnderReplicatedBlocks.java#L60-L66,priority queue,/* Return the number of under replication blocks excluding corrupt blocks
65,java,https://github.com/wwadge/bonecp/blob/74bc3287025fc137ca28909f0f7693edae37a15d/bonecp/src/main/java/com/jolbox/bonecp/BoneCPConfig.java#L1027-L1029,priority queue,"Sets the maximum time to wait before a call to getConnection is timed out.

Setting this to zero is similar to setting it to Long.MAX_VALUE

@param connectionTimeout
@param timeUnit the unit of the connectionTimeout argument"
66,java,https://github.com/brettwooldridge/NuProcess/blob/d4abdd195367fce7375a0b45cb2f5eeff1c74d03/src/main/java/com/zaxxer/nuprocess/codec/NuAbstractCharsetHandler.java#L164-L168,priority queue,"Override this to receive decoded Unicode Java string data read from
stderr.
<p>
Make sure to set the {@link CharBuffer#position() position} of
{@code buffer} to indicate how much data you have read before returning.

@param buffer The {@link CharBuffer} receiving Unicode string data."
67,java,https://github.com/brettwooldridge/HikariCP/blob/c509ec1a3f1e19769ee69323972f339cf098ff4b/src/main/java/com/zaxxer/hikari/pool/HikariPool.java#L631-L643,priority queue,"Create/initialize the Housekeeping service {@link ScheduledExecutorService}.  If the user specified an Executor
to be used in the {@link HikariConfig}, then we use that.  If no Executor was specified (typical), then create
an Executor and configure it.

@return either the user specified {@link ScheduledExecutorService}, or the one we created"
68,java,https://github.com/joniles/mpxj/blob/143ea0e195da59cd108f13b3b06328e9542337e8/src/main/java/net/sf/mpxj/ProjectCalendar.java#L1013-L1025,priority queue,"Modifier method to set the unique ID of this calendar.

@param uniqueID unique identifier"
69,java,https://github.com/exoplatform/jcr/blob/3e7f9ee1b5683640d73a4316fb4b0ad5eac5b8a2/exo.jcr.component.core/src/main/java/org/exoplatform/services/jcr/impl/proccess/WorkerService.java#L118-L121,priority queue,"Execute specified <code>command</code> periodically with <code>delay</code>.

@param command - command that must be executed
@param delay - delay between each command execution
@return"
70,java,https://github.com/hazelcast/hazelcast/blob/8c4bc10515dbbfb41a33e0302c0caedf3cda1baf/hazelcast/src/main/java/com/hazelcast/map/impl/mapstore/writebehind/BoundedWriteBehindQueue.java#L108-L113,priority queue,"Removes all elements from this queue and adds them
to the given collection.

@return number of removed items from this queue."
