,language,url,query,documentation
17,python,https://github.com/tsroten/dragonmapper/blob/68eaf43c32725f4b4923c01284cfc0112079e8ab/dragonmapper/transcriptions.py#L438-L448,convert int to string,Convert *s* to Zhuyin.
18,java,https://github.com/dnsjava/dnsjava/blob/d97b6a0685d59143372bb392ab591dd8dd840b61/org/xbill/DNS/LOCRecord.java#L215-L244,convert int to string,Convert to a String
19,java,https://github.com/neo4j-contrib/neo4j-apoc-procedures/blob/e8386975d1c512c0e4388a1a61f5496121c04f86/src/main/java/apoc/algo/CoreGraphAlgorithms.java#L113-L126,convert int to string,"convert (x,y) to d"
20,python,https://github.com/ArchiveTeam/wpull/blob/ddf051aa3322479325ba20aa778cb2cb97606bf5/wpull/namevalue.py#L126-L128,convert int to string,Convert to bytes.
21,python,https://github.com/nkavaldj/myhdl_lib/blob/9902afd2031e7847373f692821b2135fd0810aa8/myhdl_lib/mem.py#L186-L190,convert int to string,Convert ROM
22,go,https://github.com/UnnoTed/fileb0x/blob/88e9138aed91f822e323232092bcde0399796db3/utils/utils.go#L10-L15,convert int to string,// FixPath converts \ and \\ to /
23,python,https://github.com/EventTeam/beliefs/blob/c07d22b61bebeede74a72800030dde770bf64208/src/beliefs/cells/colors.py#L38-L53,convert int to string,Converts to Hex
24,java,https://github.com/zerodhatech/javakiteconnect/blob/4a3f15ff2c8a1b3b6ec61799f8bb047e4dfeb92d/sample/src/Examples.java#L258-L262,convert int to string,Converts position
25,go,https://github.com/mattn/go-gtk/blob/4deadb416788be678fb9cac22ea76dba83c946b0/glib/glib.go#L200-L203,convert int to string,"//-----------------------------------------------------------------------
// String Convert
//-----------------------------------------------------------------------"
26,python,https://github.com/quantmind/pulsar/blob/fee44e871954aa6ca36d00bb5a3739abfdb89b26/pulsar/utils/string.py#L10-L18,convert int to string,Convert *s* into bytes
27,python,https://github.com/ludeeus/pylaunches/blob/6cc449a9f734cbf789e561564b500a5dca93fe82/pylaunches/common.py#L43-L47,convert int to string,Convert to timestamp.
28,java,https://github.com/jboss/jboss-jstl-api_spec/blob/4ad412ae5be1ae606b8d33c188cb3d98bfcbe84c/src/main/java/org/apache/taglibs/standard/lang/jstl/EnumeratedMap.java#L164-L172,convert int to string,Converts to a Map
29,ruby,https://github.com/ckruse/CFPropertyList/blob/fa05fa4d0078a61c7b67f3ed5e50a3ca223e2134/lib/cfpropertylist/rbCFTypes.rb#L104-L108,convert int to string,convert to XML
30,javascript,https://github.com/joe-sky/nornj/blob/63616d30475580bb358b56781a49aebb4a4fc967/dist/nornj.runtime.common.js#L1095-L1098,convert int to string,Convert to float
31,python,https://github.com/pmacosta/pmisc/blob/dd2bb32e59eee872f1ef2db2d9921a396ab9f50b/pmisc/compat2.py#L39-L53,convert int to string,Convert to ASCII.
32,python,https://github.com/rtluckie/seria/blob/8ae4f71237e69085d8f974a024720f45b34ab963/seria/cli.py#L23-L33,convert int to string,Converts text.
33,python,https://github.com/facelessuser/pyspelling/blob/c25d5292cc2687ad65891a12ead43f7182ca8bb3/pyspelling/filters/text.py#L56-L64,convert int to string,Convert the text.
34,java,https://github.com/neo4j-contrib/neo4j-apoc-procedures/blob/e8386975d1c512c0e4388a1a61f5496121c04f86/src/main/java/apoc/algo/CoreGraphAlgorithms.java#L129-L142,convert int to string,"convert d to (x,y)"
35,javascript,https://github.com/joe-sky/nornj/blob/63616d30475580bb358b56781a49aebb4a4fc967/dist/nornj.runtime.common.js#L1089-L1093,convert int to string,Convert to int
36,ruby,https://github.com/ckruse/CFPropertyList/blob/fa05fa4d0078a61c7b67f3ed5e50a3ca223e2134/lib/cfpropertylist/rbCFTypes.rb#L194-L198,convert int to string,convert to XML
37,java,https://github.com/dnsjava/dnsjava/blob/d97b6a0685d59143372bb392ab591dd8dd840b61/org/xbill/DNS/SOARecord.java#L76-L107,convert int to string,Convert to a String
38,python,https://github.com/rix0rrr/gcl/blob/4e3bccc978a9c60aaaffd20f6f291c4d23775cdf/gcl/ast.py#L75-L79,convert int to string,Convert with location.
39,python,https://github.com/pytroll/satpy/blob/1f21d20ac686b745fb0da9b4030d139893e066dd/satpy/readers/eps_l1b.py#L46-L49,convert int to string,Convert to BT.
40,go,https://github.com/go-sql-driver/mysql/blob/d0a548181995c293eb09c61ef80099ba1cdbe8f5/utils.go#L387-L398,convert int to string,"/******************************************************************************
*                       Convert from and to bytes                             *
******************************************************************************/"
41,python,https://github.com/vstinner/bytecode/blob/e2a27287a464a10557c89c7959f3c4c4ac3cb8bf/bytecode/cfg.py#L317-L322,convert int to string,Convert to code.
42,ruby,https://github.com/ckruse/CFPropertyList/blob/fa05fa4d0078a61c7b67f3ed5e50a3ca223e2134/lib/cfpropertylist/rbCFTypes.rb#L51-L55,convert int to string,convert to XML
43,python,https://github.com/Blueqat/Blueqat/blob/2ac8592c79e7acf4f385d982af82fbd68dafa5cc/blueqat/pauli.py#L515-L524,convert int to string,Convert to the matrix.
44,ruby,https://github.com/ckruse/CFPropertyList/blob/fa05fa4d0078a61c7b67f3ed5e50a3ca223e2134/lib/cfpropertylist/rbCFTypes.rb#L254-L258,convert int to string,convert to XML
45,python,https://github.com/vstinner/bytecode/blob/e2a27287a464a10557c89c7959f3c4c4ac3cb8bf/bytecode/cfg.py#L279-L315,convert int to string,Convert to Bytecode.
46,python,https://github.com/ArchiveTeam/wpull/blob/ddf051aa3322479325ba20aa778cb2cb97606bf5/wpull/namevalue.py#L102-L121,convert int to string,Convert to string.
47,python,https://github.com/apache/spark/blob/618d6bff71073c8c93501ab7392c3cc579730f0b/python/pyspark/mllib/linalg/__init__.py#L1097-L1110,convert int to string,Convert to SparseMatrix
48,go,https://github.com/sajari/docconv/blob/eedabc494f8e97c31f94c70453273f16dbecbc6f/pdf_text.go#L23-L73,convert int to string,// Convert PDF
49,python,https://github.com/inveniosoftware/invenio-admin/blob/b5ff8f7de66d1d6b67efc9f81ff094eb2428f969/invenio_admin/filters.py#L48-L50,convert int to string,Convert variants.
50,java,https://github.com/baratine/baratine/blob/db34b45c03c5a5e930d8142acc72319125569fcf/web/src/main/java/com/caucho/v5/http/protocol2/InHttp.java#L374-L383,priority queue,priority
51,ruby,https://github.com/payout/announcer/blob/2281360c368b5c024a00d447c0fc83af5f1b4ee1/lib/announcer/subscription.rb#L123-L134,priority queue,Priority evaluation
52,go,https://github.com/kubernetes/kubernetes/blob/6a8a3682919652ae668c389ed2f60efb770eed03/pkg/kubelet/eviction/helpers.go#L508-L522,priority queue,"// priority compares pods by Priority, if priority is enabled."
53,java,https://github.com/lecousin/java-framework-core/blob/b0c893b44bfde2c03f90ea846a49ef5749d598f3/net.lecousin.core/src/main/java/net/lecousin/framework/concurrent/Task.java#L518-L530,priority queue,Change the priority of this task.
54,ruby,https://github.com/payout/announcer/blob/2281360c368b5c024a00d447c0fc83af5f1b4ee1/lib/announcer/subscription.rb#L137-L140,priority queue,Evaluate an integer as a priority.
55,ruby,https://github.com/payout/announcer/blob/2281360c368b5c024a00d447c0fc83af5f1b4ee1/lib/announcer/subscription.rb#L152-L163,priority queue,Evaluate nil as a priority.
56,python,https://github.com/GNS3/gns3-server/blob/a221678448fb5d24e977ef562f81d56aacc89ab1/gns3server/compute/qemu/qemu_vm.py#L791-L842,priority queue,Changes the process priority
57,ruby,https://github.com/payout/announcer/blob/2281360c368b5c024a00d447c0fc83af5f1b4ee1/lib/announcer/subscription.rb#L143-L149,priority queue,Evaluate a symbol as a priority.
58,php,https://github.com/stephpy/timeline/blob/d059ba3c2ffbefc2ec6d8ac68c7d6037b890b487/src/Filter/FilterManager.php#L49-L63,priority queue,Sort filters by priority.
59,php,https://github.com/shov/wpci-core/blob/e31084cbc2f310882df2b9b0548330ea5fdb4f26/Http/RouterStore.php#L77-L134,priority queue,Sort routes by priority
60,php,https://github.com/krlove/eloquent-model-generator/blob/6073e7aecb5ccad286de70cc2a039bd84a037635/src/EloquentModelBuilder.php#L54-L63,priority queue,Sort processors by priority
61,php,https://github.com/netgen/NetgenInformationCollectionBundle/blob/3ed7a2b33b1e80d3a0d9ee607eab495396044b29/bundle/Action/ActionRegistry.php#L136-L145,priority queue,Sorts actions by priority.
62,python,https://github.com/pypa/pipenv/blob/cae8d76c210b9777e90aab76e9c4b0e53bb19cde/pipenv/vendor/jinja2/environment.py#L403-L406,priority queue,Iterates over the extensions by priority.
63,python,https://github.com/darkfeline/animanager/blob/55d92e4cbdc12aac8ebe302420d2cff3fa9fa148/animanager/commands/deleterule.py#L22-L26,priority queue,Delete priority rule.
64,python,https://github.com/wakatime/wakatime/blob/74519ace04e8472f3a3993269963732b9946a01d/wakatime/stats.py#L349-L372,priority queue,Customize lexer priority
65,php,https://github.com/4devs/sitemap/blob/9da5f6514f3d15b462c2deb0da80bbe56a49a661/Model/Url.php#L49-L57,priority queue,"@param float|Priority $priority

@return $this"
66,java,https://github.com/facebookarchive/hadoop-20/blob/2a29bc6ecf30edb1ad8dbde32aa49a317b4d44f4/src/contrib/corona/src/java/org/apache/hadoop/mapred/CoronaJobHistory.java#L450-L460,priority queue,"Log job's priority.
@param priority Jobs priority"
67,java,https://github.com/joniles/mpxj/blob/143ea0e195da59cd108f13b3b06328e9542337e8/src/main/java/net/sf/mpxj/mspdi/DatatypeConverter.java#L1256-L1259,priority queue,"Parse priority.


@param priority priority value
@return Priority instance"
68,java,https://github.com/joniles/mpxj/blob/143ea0e195da59cd108f13b3b06328e9542337e8/src/main/java/net/sf/mpxj/mspdi/DatatypeConverter.java#L1267-L1277,priority queue,"Print priority.

@param priority Priority instance
@return priority value"
69,java,https://github.com/infinispan/infinispan/blob/7c62b94886c3febb4774ae8376acf2baa0265ab5/core/src/main/java/org/infinispan/container/impl/DefaultSegmentedDataContainer.java#L79-L84,priority queue,Priority has to be higher than the clear priority - which is currently 999
70,go,https://github.com/mongodb/grip/blob/8b8accd7a3ec9b31a2d3eea610d5bf906bddfd11/message/group.go#L94-L108,priority queue,// Priority returns the highest priority of the constituent Composers.
71,python,https://github.com/istresearch/scrapy-cluster/blob/13aaed2349af5d792d6bcbfcadc5563158aeb599/utils/scutils/redis_queue.py#L118-L126,priority queue,"Push an item

        @param priority: the priority of the item"
72,php,https://github.com/surebert/surebert-framework/blob/f2f32eb693bd39385ceb93355efb5b2a429f27ce/src/sb/XMPP/Presence.php#L160-L170,priority queue,"Sets the priority of the presence
@param integer $priority"
73,java,https://github.com/sagiegurari/fax4j/blob/42fa51acabe7bf279e27ab3dd1cf76146b27955f/src/main/java/org/fax4j/spi/hylafax/HylaFaxJob.java#L142-L159,priority queue,"This function sets the priority.

@param   priority
The priority"
74,python,https://github.com/hubo1016/vlcp/blob/239055229ec93a99cc7e15208075724ccf543bd1/vlcp/event/pqueue.py#L1032-L1040,priority queue,Set priority of a sub-queue
75,java,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.messaging.runtime/src/com/ibm/ws/sib/processor/impl/store/items/MessageItem.java#L1871-L1876,priority queue,Set the message priority and cache it
76,java,https://github.com/threerings/nenya/blob/3165a012fd859009db3367f87bd2a5b820cc760a/core/src/main/java/com/threerings/miso/client/SceneObject.java#L228-L232,priority queue,Overrides the render priority of this object.
77,java,https://github.com/h2oai/h2o-3/blob/845eb49dfeaadf638b6e2f779d82fac996391fad/h2o-core/src/main/java/water/H2O.java#L1275-L1284,priority queue,Submit to the correct priority queue
78,python,https://github.com/udragon/pybrctl/blob/9e834a605b57bd969a81c56a886dee81f7d715c1/pybrctl/pybrctl.py#L53-L56,priority queue,Set bridge priority value.
79,php,https://github.com/graze/parallel-process/blob/892e0f1e36ff05cf85e27a40369720834b09525e/src/PrioritisedTrait.php#L18-L28,priority queue,"@param float $priority

@return $this"
80,python,https://github.com/rbarrois/mpdlcd/blob/85f16c8cc0883f8abb4c2cc7f69729c3e2f857da/mpdlcd/vendor/lcdproc/screen.py#L101-L106,priority queue,Set Screen Priority Class
81,java,https://github.com/facebookarchive/hadoop-20/blob/2a29bc6ecf30edb1ad8dbde32aa49a317b4d44f4/src/hdfs/org/apache/hadoop/hdfs/server/namenode/UnderReplicatedBlocks.java#L228-L260,priority queue,/* update the priority level of a block
82,ruby,https://github.com/cisco/cisco-network-node-utils/blob/a617a9ef9d6bd18f35f2e2f2591033e1ddd46145/lib/cisco_node_utils/interface_ospf.rb#L311-L316,priority queue,"interface %s
   ip ospf priority %d"
83,go,https://github.com/kcmerrill/hook/blob/466c7d9ef386ae38055e7f3995a62fe59f98ea3c/hook.go#L24-L67,priority queue,// Register a trigger with priority 0
84,php,https://github.com/spoom-php/core/blob/ea7184213352fa2fad7636927a019e5798734e04/src/extension/Event/Emitter.php#L149-L166,priority queue,Sort callbacks based on their priority
85,python,https://github.com/udragon/pybrctl/blob/9e834a605b57bd969a81c56a886dee81f7d715c1/pybrctl/pybrctl.py#L78-L81,priority queue,Set port priority value.
86,go,https://github.com/anacrolix/missinggo/blob/3d85a149c8127dad7dd81d6d92df99407e67e874/conntrack/instance.go#L97-L106,priority queue,// Wakes the highest priority waiter.
87,java,https://github.com/jalkanen/speed4j/blob/1d2db9c9b9def869c25fedb9bbd7cf95c39023bd/src/main/java/com/ecyrd/speed4j/log/Slf4jLog.java#L54-L64,priority queue,Logs using the INFO priority.
88,go,https://github.com/Workiva/go-datastructures/blob/f07cbe3f82ca2fd6e5ab94afce65fe43319f675f/queue/priority_queue.go#L260-L266,priority queue,// NewPriorityQueue is the constructor for a priority queue.
89,go,https://github.com/hyperledger/fabric-sdk-go/blob/48bb0d199e2cee03ad3af0a413bdfc064fc69bfe/pkg/client/common/selection/options/opts.go#L99-L102,priority queue,// SetPeerSorter sets the priority selector
90,go,https://github.com/hyperledger/fabric-sdk-go/blob/48bb0d199e2cee03ad3af0a413bdfc064fc69bfe/pkg/client/common/selection/options/opts.go#L109-L112,priority queue,// SetRetryOpts sets the priority selector
91,java,https://github.com/undertow-io/undertow/blob/87de0b856a7a4ba8faf5b659537b9af07b763263/core/src/main/java/io/undertow/protocols/http2/Http2PriorityTree.java#L104-L127,priority queue,"Creates a priority queue
@return"
92,python,https://github.com/sods/paramz/blob/ae6fc6274b70fb723d91e48fc5026a9bc5a06508/paramz/core/lists_and_dicts.py#L91-L101,priority queue,Add an observer with priority and callble
93,php,https://github.com/brianlmoon/GearmanManager/blob/69df37005e0dd774ecb55080e2348da5c3a18c19/src/GearmanManager.php#L978-L992,priority queue,Sorts the function list by priority
94,go,https://github.com/wuman/go-gcm/blob/00d60f358973f7d6ec4319eaad9040d7d39d1679/message.go#L59-L74,priority queue,// UnmarshalJSON unmarshals Priority from json.
95,go,https://github.com/kubernetes/kubernetes/blob/6a8a3682919652ae668c389ed2f60efb770eed03/pkg/scheduler/internal/queue/scheduling_queue.go#L609-L614,priority queue,// Close closes the priority queue.
96,python,https://github.com/IDSIA/sacred/blob/72633776bed9b5bddf93ae7d215188e61970973a/sacred/commandline_options.py#L273-L280,priority queue,Add priority info for this run.
97,python,https://github.com/darkfeline/animanager/blob/55d92e4cbdc12aac8ebe302420d2cff3fa9fa148/animanager/db/query/files.py#L41-L58,priority queue,Add a file priority rule.
98,php,https://github.com/shov/wpci-core/blob/e31084cbc2f310882df2b9b0548330ea5fdb4f26/Flow/PromisePool.php#L61-L73,priority queue,Call all callbacks ordered by priority
99,python,https://github.com/darkfeline/animanager/blob/55d92e4cbdc12aac8ebe302420d2cff3fa9fa148/animanager/commands/addrule.py#L22-L27,priority queue,Add a priority rule for files.
100,javascript,https://github.com/zhangchiqing/bluebird-promisell/blob/ade459c0ceb9710cacc0a8c992907e3eb421a4c2/index.js#L153-L157,string to date,a -> String
101,go,https://github.com/compose/transporter/blob/9e154e76b7d2977d9ac7756660779b512cace87f/events/events.go#L56-L58,string to date,// String
102,javascript,https://github.com/uupaa/UserAgent.js/blob/5d90111f44c1a90a68c804f30f949b3feac436dd/docs/modules/ES.js#L888-L909,string to date,=== String ==============================================
103,javascript,https://github.com/posttool/currentcms/blob/9afc9f907bad3b018d961af66c3abb33cd82b051/examples/artist/public/js/plugins.js#L40-L47,string to date,string
104,ruby,https://github.com/huerlisi/has_vcards/blob/fac53f2f01b4c1f4f3f20cc049775041a2b45b61/app/models/has_vcards/phone_number.rb#L38-L45,string to date,String
105,go,https://github.com/robertkrimen/otto/blob/15f95af6e78dcd2030d8195a138bd88d4f403546/builtin_string.go#L13-L18,string to date,// String
106,go,https://github.com/compose/transporter/blob/9e154e76b7d2977d9ac7756660779b512cace87f/events/events.go#L130-L134,string to date,// String
107,java,https://github.com/ggrandes/kvstore/blob/c79277f79f4604e0fec8349a98519838e3de38f0/src/main/java/org/javastack/kvstore/Options.java#L13-L16,string to date,String
108,go,https://github.com/tendermint/tendermint/blob/4253e67c07c69be6d7f7263ab03944ce30a9fc90/types/validator_set.go#L749-L768,string to date,// String
109,go,https://github.com/hairyhenderson/gomplate/blob/20937becaa32cdec93e77a84ad04c73e9155b8e7/funcs/random.go#L49-L76,string to date,// String -
110,java,https://github.com/interedition/collatex/blob/76dd1fcc36047bc66a87d31142e72e98b5347821/collatex-core/src/main/java/eu/interedition/collatex/suffixarray/SAIS.java#L477-L490,string to date,/* String
111,ruby,https://github.com/todesking/okura/blob/4e34ae7a9316bec92e06e74cadb28677f8730299/lib/okura.rb#L15-L19,string to date,-> [String]
112,go,https://github.com/bitrise-io/stepman/blob/8cd3398fab6c211eef53502b65ec7ad5510f556a/cli/version.go#L26-L39,string to date,// String ...
113,go,https://github.com/bitrise-io/bitrise/blob/2ec917b478fe766c026ba3e78954db0f6b3954d4/plugins/models_methods.go#L51-L58,string to date,// String ...
114,go,https://github.com/bitrise-io/stepman/blob/8cd3398fab6c211eef53502b65ec7ad5510f556a/cli/collections.go#L25-L44,string to date,// String ...
115,java,https://github.com/querydsl/querydsl/blob/2bf234caf78549813a1e0f44d9c30ecc5ef734e3/querydsl-core/src/main/java/com/querydsl/core/types/dsl/CaseForEqBuilder.java#L252-L254,string to date,String
116,go,https://github.com/bitrise-io/stepman/blob/8cd3398fab6c211eef53502b65ec7ad5510f556a/models/models_methods.go#L28-L52,string to date,// String ...
117,java,https://github.com/mbizhani/Adroit/blob/0d76dbd549dde23c009192919e6c256acffb1e41/src/main/java/org/devocative/adroit/ConfigUtil.java#L45-L67,string to date,------------------------------ String
118,java,https://github.com/apptik/JustJson/blob/c90f0dd7f84df26da4749be8cd9b026fff499a79/json-schema/src/main/java/io/apptik/json/schema/validation/CommonMatchers.java#L40-L59,string to date,==> STRING ==>
119,go,https://github.com/coscms/xorm/blob/8fc1c82d11bdfd33d6d3be719a2da1899078f1e9/session_raw.go#L154-L162,string to date,"// =============================
// for string
// ============================="
120,java,https://github.com/neo4j-contrib/neo4j-apoc-procedures/blob/e8386975d1c512c0e4388a1a61f5496121c04f86/src/main/java/apoc/export/cypher/formatter/CypherFormatterUtils.java#L196-L206,string to date,---- to string ----
121,java,https://github.com/tootedom/related/blob/3782dd5a839bbcdc15661d598e8b895aae8aabb7/app/web/searching/src/main/java/org/greencheek/related/searching/web/RelatedItemSearchServlet.java#L104-L109,string to date,string
122,python,https://github.com/quodlibet/mutagen/blob/e393df5971ba41ba5a50de9c2c9e7e5484d82c4e/mutagen/mp4/_as_entry.py#L318-L325,string to date,string
123,java,https://github.com/baratine/baratine/blob/db34b45c03c5a5e930d8142acc72319125569fcf/kraken/src/main/java/com/caucho/v5/h3/io/OutRawH3Impl.java#L152-L165,string to date,string
124,go,https://github.com/bitrise-io/bitrise/blob/2ec917b478fe766c026ba3e78954db0f6b3954d4/cli/validate.go#L112-L150,string to date,// String ...
125,go,https://github.com/bitrise-io/bitrise/blob/2ec917b478fe766c026ba3e78954db0f6b3954d4/cli/workflow_list.go#L83-L143,string to date,// String ...
126,java,https://github.com/Esri/geometry-api-java/blob/494da8ec953d76e7c6072afbc081abfe48ff07cf/src/main/java/com/esri/core/geometry/RelationalOperationsMatrix.java#L63-L232,string to date,string.
127,javascript,https://github.com/robotlolita/fuck-you/blob/be75480695c1b08669bd89ff468dfa47dc696651/index.js#L65-L75,string to date,:: String -> String
128,javascript,https://github.com/zhangchiqing/bluebird-promisell/blob/ade459c0ceb9710cacc0a8c992907e3eb421a4c2/index.js#L160-L167,string to date,String -> String -> a -> a
129,python,https://github.com/victorlei/smop/blob/bdad96b715d1dd75ce8ab4724f76b9b1bb1f61cd/smop/parse.py#L464-L466,string to date,string : STRING
130,javascript,https://github.com/tommmyy/ramda-extension/blob/bba391fb5be0e467a6f87159ae4e2cf1eccca12e/packages/ramda-extension-docs/public/repl/index.js#L7-L13,string to date,":: String, String -> String"
131,javascript,https://github.com/fluture-js/concurrify/blob/0e9607c18befb33a0bcbdaedec75969e5f2a5f72/index.js#L128-L133,string to date,generateTypeIdentifier :: String -> String
132,go,https://github.com/silenceper/wechat/blob/42332eca27305295d688bf251d3a279ea2de38fc/context/render.go#L23-L26,string to date,//String render from string
133,python,https://github.com/evhub/coconut/blob/ff97177344e7604e89a0a98a977a87ed2a56fc6d/coconut/compiler/compiler.py#L531-L535,string to date,Wrap a string of a string.
134,python,https://github.com/summa-tx/riemann/blob/04ae336dfd4007ceaed748daadc91cc32fa278ec/riemann/tx/tx_builder.py#L192-L198,string to date,"str, str -> bytearray"
135,go,https://github.com/tendermint/tendermint/blob/4253e67c07c69be6d7f7263ab03944ce30a9fc90/consensus/types/round_state.go#L39-L60,string to date,// String returns a string
136,javascript,https://github.com/adlawson/nodejs-langs/blob/bdbf8cfbc26c78dfeeb7f8032889dd88e2219441/index.js#L24-L30,string to date,getCodes :: String -> String[]
137,java,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/util/UResourceBundle.java#L840-L858,string to date,string or string array
138,php,https://github.com/AhmedSamy/codeception-smtp-mail/blob/0fb47a3763cdc8860a041465b778da799285d4ed/src/Module/Smtp.php#L155-L158,string to date,@param string $str
139,javascript,https://github.com/sanctuary-js/sanctuary-def/blob/61dc7935e973d3b0fac9f37c0dc265d29b7e682f/index.js#L2283-L2289,string to date,label :: String -> String -> String
140,go,https://github.com/antchfx/xpath/blob/ce1d48779e67a1ddfb380995fe532b2e0015919c/operator.go#L67-L83,string to date,// string vs string
141,javascript,https://github.com/multiformats/js-multiaddr/blob/2bb0f1d80080942255d5c9a45d8bc552e0a9e232/src/codec.js#L178-L184,string to date,String -> Buffer
142,javascript,https://github.com/multiformats/js-multiaddr/blob/2bb0f1d80080942255d5c9a45d8bc552e0a9e232/src/codec.js#L171-L175,string to date,Buffer -> String
143,javascript,https://github.com/bitovi/funcunit/blob/6c0056bed585927c76c3a22c0f482adb48b0fde2/site/examples/todo/js/lib/canjs/can.jquery.js#L208-L210,string to date,Underscores a string.
144,javascript,https://github.com/garyns/OneLineLogger/blob/92965144fcc87fa54b15b82843b651af4b980c0d/onelinelogger.js#L227-L229,string to date,Pad a string.
145,javascript,https://github.com/basisjs/basisjs/blob/8571903014b207a09d45ad2d1bfba277bf21289b/src/basis/xml.js#L396-L410,string to date,XML -> string
146,python,https://github.com/inasafe/inasafe/blob/831d60abba919f6d481dc94a8d988cc205130724/safe/utilities/unicode.py#L25-L30,string to date,Convert to str
147,javascript,https://github.com/basisjs/basisjs/blob/8571903014b207a09d45ad2d1bfba277bf21289b/src/basis/utils/utf8.js#L12-L20,string to date,utf8 string
148,javascript,https://github.com/ViacomInc/data-point/blob/ac8668ed2b9a81c2df17a40d42c62e71eed4ff3e/packages/data-point-codemods/transforms/change-path-reducer-accessing-root-path.js#L30-L35,string to date,transforms a string from '$. | $. | $.' -> '$ | $ | $'
149,javascript,https://github.com/robotlolita/fuck-you/blob/be75480695c1b08669bd89ff468dfa47dc696651/index.js#L121-L130,string to date,:: String -> RegExp
150,go,https://github.com/hairyhenderson/gomplate/blob/20937becaa32cdec93e77a84ad04c73e9155b8e7/funcs/coll.go#L95-L111,sort string list,// Sort -
151,php,https://github.com/symphonycms/symphony-2/blob/68f44f0c36ad3345068676bfb8a61c2e6a2e51f4/symphony/lib/toolkit/fields/field.date.php#L745-L762,sort string list,"/*-------------------------------------------------------------------------
Sorting:
-------------------------------------------------------------------------"
152,javascript,https://github.com/apache/incubator-echarts/blob/4d0ea095dc3929cb6de40c45748826e7999c7aa8/src/chart/treemap/treemapLayout.js#L344-L357,sort string list,Sort
153,javascript,https://github.com/bunnybones1/threejs-light-probe/blob/1d74986ef4477cb7c2d667522855c04cbc0edcb0/lib/three.js#L20952-L20968,sort string list,Sorting
154,go,https://github.com/hairyhenderson/gomplate/blob/20937becaa32cdec93e77a84ad04c73e9155b8e7/funcs/sockaddr.go#L50-L52,sort string list,// Sort -
